Kab/kota,Provinsi,Achievement % Vaksin1,Divaksin 1
Kab. Gorontalo Utara,Gorontalo,2.33%,"21,878"
Kab. Gowa,Sulawesi Selatan,0.93%,"65,349"
Kab. Gresik,Jawa Timur,0.85%,"271,469"
Kab. Grobogan,Jawa Tengah,0.58%,"165,820"
Kab. Gunung Mas,Kalimantan Tengah,0.95%,"19,357"
Kab. Gunungkidul,Yogyakarta,7.01%,"201,815"
Kab. Halmahera Barat,Maluku Utara,0.93%,"8,889"
Kab. Halmahera Selatan,Maluku Utara,2.62%,"25,032"
Kab. Halmahera Tengah,Maluku Utara,1.46%,"13,976"
Kab. Halmahera Timur,Maluku Utara,0.81%,"7,713"
Kab. Halmahera Utara,Maluku Utara,1.08%,"10,318"
Kab. Hulu Sungai Selatan,Kalimantan Selatan,0.95%,"30,160"
Kab. Hulu Sungai Tengah,Kalimantan Selatan,0.69%,"21,876"
Kab. Hulu Sungai Utara,Kalimantan Selatan,0.72%,"22,791"
Kab. Humbang Hasundutan,Sumatera Utara,0.42%,"48,005"
Kab. Indragiri Hilir,Riau,1.19%,"57,444"
Kab. Indragiri Hulu,Riau,0.98%,"47,677"
Kab. Indramayu,Jawa Barat,0.48%,"181,195"
Kab. Intan Jaya,Papua,0.07%,"1,718"
Kab. Jayapura,Papua,1.27%,"32,900"
Kab. Jayawijaya,Papua,0.57%,"14,641"
Kab. Jember,Jawa Timur,0.68%,"217,410"
Kab. Jembrana,Bali,5.98%,"203,784"
Kab. Jeneponto,Sulawesi Selatan,0.40%,"28,125"
Kab. Jepara,Jawa Tengah,0.59%,"168,533"
Kab. Jombang,Jawa Timur,1.75%,"556,916"
Kab. Kaimana,Papua Barat,1.09%,"8,703"
Kab. Kampar,Riau,1.21%,"58,710"
Kab. Kapuas,Kalimantan Tengah,1.85%,"37,742"
Kab. Kapuas Hulu,Kalimantan Barat,0.60%,"23,317"
Kab. Karanganyar,Jawa Tengah,0.61%,"175,598"
Kab. Karangasem,Bali,9.30%,"316,808"
Kab. Karawang,Jawa Barat,0.85%,"321,720"
Kab. Karimun,Kepulauan Riau,7.79%,"123,139"
Kab. Karo,Sumatera Utara,0.43%,"48,741"
Kab. Katingan,Kalimantan Tengah,1.04%,"21,091"
Kab. Kaur,Bengkulu,0.80%,"12,392"
Kab. Kayong Utara,Kalimantan Barat,0.33%,"12,785"
Kab. Kebumen,Jawa Tengah,0.64%,"184,503"
Kab. Kediri,Jawa Timur,1.22%,"389,732"
Kab. Keerom,Papua,0.34%,"8,686"
Kab. Kendal,Jawa Tengah,0.42%,"121,776"
Kab. Kep. Siau Tagulandang  Biaro,Sulawesi Utara,0.98%,"20,399"
Kab. Kepahiang,Bengkulu,1.01%,"15,667"
Kab. Kepulauan Anambas,Kepulauan Riau,1.44%,"22,705"
Kab. Kepulauan Aru,Maluku,0.63%,"9,000"
Kab. Kepulauan Mentawai,Sumatera Barat,0.20%,"8,714"
Kab. Kepulauan Meranti,Riau,0.56%,"27,295"
Kab. Kepulauan Sangihe,Sulawesi Utara,1.12%,"23,358"
Kab. Kepulauan Selayar,Sulawesi Selatan,0.31%,"21,731"
Kab. Kepulauan Sula,Maluku Utara,0.72%,"6,878"
Kab. Kepulauan Talaud,Sulawesi Utara,1.18%,"24,642"
Kab. Kepulauan Tanimbar,Maluku,0.64%,"9,138"
Kab. Kepulauan Yapen,Papua,0.31%,"7,980"
Kab. Kerinci,Jambi,1.35%,"36,230"
Kab. Ketapang,Kalimantan Barat,1.00%,"38,716"
Kab. Klaten,Jawa Tengah,0.49%,"141,844"
Kab. Klungkung,Bali,4.29%,"146,163"
Kab. Kolaka,Sulawesi Tenggara,1.85%,"37,140"
Kab. Kolaka Timur,Sulawesi Tenggara,0.75%,"15,042"
Kab. Kolaka Utara,Sulawesi Tenggara,0.84%,"16,914"
Kab. Konawe,Sulawesi Tenggara,1.44%,"28,937"
Kab. Konawe Kepulauan,Sulawesi Tenggara,0.16%,"3,160"
Kab. Konawe Selatan,Sulawesi Tenggara,1.89%,"37,873"
Kab. Konawe Utara,Sulawesi Tenggara,0.81%,"16,271"
Kab. Kotabaru,Kalimantan Selatan,0.72%,"22,624"
Kab. Kotawaringin Barat,Kalimantan Tengah,2.42%,"49,179"
Kab. Kotawaringin Timur,Kalimantan Tengah,2.53%,"51,487"
Kab. Kuantan Singingi,Riau,0.84%,"40,733"
Kab. Kubu Raya,Kalimantan Barat,1.63%,"63,229"
Kab. Kudus,Jawa Tengah,0.57%,"164,442"
Kab. Kulon Progo,Yogyakarta,3.11%,"89,506"
Kab. Kuningan,Jawa Barat,0.37%,"140,298"
Kab. Kupang,Nusa Tenggara Timur,1.86%,"71,329"
Kab. Kutai Barat,Kalimantan Timur,1.09%,"31,256"
Kab. Kutai Kartanegara,Kalimantan Timur,3.19%,"91,624"
Kab. Kutai Timur,Kalimantan Timur,1.65%,"47,502"
Kab. Labuhanbatu,Sumatera Utara,0.33%,"38,254"
Kab. Labuhanbatu Selatan,Sumatera Utara,0.20%,"23,398"
Kab. Labuhanbatu Utara,Sumatera Utara,0.23%,"26,627"
Kab. Lahat,Sumatera Selatan,0.76%,"47,978"
Kab. Lamandau,Kalimantan Tengah,0.85%,"17,399"
Kab. Lamongan,Jawa Timur,0.56%,"178,097"
Kab. Lampung Barat,Lampung,0.30%,"19,627"
Kab. Lampung Selatan,Lampung,1.10%,"73,223"
Kab. Lampung Tengah,Lampung,0.90%,"60,103"
Kab. Lampung Timur,Lampung,0.59%,"39,205"
Kab. Lampung Utara,Lampung,0.62%,"40,892"
Kab. Landak,Kalimantan Barat,0.75%,"29,022"
Kab. Langkat,Sumatera Utara,0.54%,"61,724"
Kab. Lanny Jaya,Papua,0.04%,"1,016"
Kab. Lebak,Banten,0.95%,"87,935"
Kab. Lebong,Bengkulu,0.59%,"9,115"
Kab. Lembata,Nusa Tenggara Timur,0.22%,"8,448"
Kab. Lima Puluh Kota,Sumatera Barat,0.79%,"34,772"
Kab. Lingga,Kepulauan Riau,2.24%,"35,456"
Kab. Lombok Barat,Nusa Tenggara Barat,1.41%,"55,218"
Kab. Lombok Tengah,Nusa Tenggara Barat,2.04%,"79,837"
Kab. Lombok Timur,Nusa Tenggara Barat,2.59%,"101,168"
Kab. Lombok Utara,Nusa Tenggara Barat,0.74%,"29,090"
Kab. Lumajang,Jawa Timur,0.28%,"90,326"
Kab. Luwu,Sulawesi Selatan,0.80%,"56,229"
Kab. Luwu Timur,Sulawesi Selatan,0.52%,"36,733"
Kab. Luwu Utara,Sulawesi Selatan,0.62%,"44,085"
Kab. Madiun,Jawa Timur,0.41%,"131,055"
Kab. Magelang,Jawa Tengah,0.39%,"111,947"
Kab. Magetan,Jawa Timur,0.29%,"91,399"
Kab. Mahakam Ulu,Kalimantan Timur,0.29%,"8,275"
Kab. Majalengka,Jawa Barat,0.33%,"125,290"
Kab. Majene,Sulawesi Barat,2.13%,"23,197"
Kab. Malaka,Nusa Tenggara Timur,0.31%,"11,832"
Kab. Malang,Jawa Timur,0.76%,"240,479"
Kab. Malinau,Kalimantan Utara,2.57%,"14,025"
Kab. Maluku Barat Daya,Maluku,0.40%,"5,674"
Kab. Maluku Tengah,Maluku,1.43%,"20,230"
Kab. Maluku Tenggara,Maluku,0.92%,"13,111"
Kab. Mamasa,Sulawesi Barat,2.35%,"25,618"
Kab. Mamberamo Raya,Papua,0.07%,"1,803"
Kab. Mamberamo Tengah,Papua,0.03%,725
Kab. Mamuju,Sulawesi Barat,3.25%,"35,360"
Kab. Mamuju Tengah,Sulawesi Barat,1.89%,"20,582"
Kab. Mandailing Natal,Sumatera Utara,0.24%,"27,872"
Kab. Manggarai,Nusa Tenggara Timur,0.74%,"28,279"
Kab. Manggarai Barat,Nusa Tenggara Timur,1.11%,"42,501"
Kab. Manggarai Timur,Nusa Tenggara Timur,0.37%,"14,157"
Kab. Manokwari,Papua Barat,6.25%,"49,821"
Kab. Manokwari Selatan,Papua Barat,0.74%,"5,910"
Kab. Mappi,Papua,0.35%,"9,093"
Kab. Maros,Sulawesi Selatan,0.85%,"59,648"
Kab. Maybrat,Papua Barat,0.18%,"1,468"
Kab. Melawi,Kalimantan Barat,0.46%,"17,705"
Kab. Mempawah,Kalimantan Barat,0.63%,"24,410"
Kab. Merangin,Jambi,1.47%,"39,456"
Kab. Merauke,Papua,1.95%,"50,475"
Kab. Mesuji,Lampung,0.15%,"10,216"
Kab. Mimika,Papua,2.39%,"61,627"
Kab. Minahasa,Sulawesi Utara,3.81%,"79,179"
Kab. Minahasa Selatan,Sulawesi Utara,2.79%,"58,058"
Kab. Minahasa Tenggara,Sulawesi Utara,1.29%,"26,816"
Kab. Minahasa Utara,Sulawesi Utara,1.80%,"37,534"
Kab. Mojokerto,Jawa Timur,0.34%,"108,196"
Kab. Morowali,Sulawesi Tengah,1.53%,"32,743"
Kab. Morowali Utara,Sulawesi Tengah,0.88%,"18,838"
Kab. Muara Enim,Sumatera Selatan,1.08%,"68,317"
Kab. Muaro Jambi,Jambi,2.42%,"64,959"
Kab. Muko Muko,Bengkulu,0.94%,"14,555"
Kab. Muna,Sulawesi Tenggara,1.32%,"26,365"
Kab. Muna Barat,Sulawesi Tenggara,0.54%,"10,867"
Kab. Murung Raya,Kalimantan Tengah,1.20%,"24,418"
Kab. Musi Banyuasin,Sumatera Selatan,0.97%,"60,891"
Kab. Musi Rawas,Sumatera Selatan,0.61%,"38,612"
Kab. Musi Rawas Utara,Sumatera Selatan,0.25%,"15,480"
Kab. Nabire,Papua,0.78%,"20,086"
Kab. Nagan Raya,Aceh,0.63%,"25,296"
Kab. Nagekeo,Nusa Tenggara Timur,0.35%,"13,380"
Kab. Natuna,Kepulauan Riau,2.82%,"44,586"
Kab. Nduga,Papua,0.01%,349
Kab. Ngada,Nusa Tenggara Timur,0.33%,"12,468"
Kab. Nganjuk,Jawa Timur,0.56%,"179,757"
Kab. Ngawi,Jawa Timur,0.47%,"149,597"
Kab. Nias,Sumatera Utara,0.06%,"7,078"
Kab. Nias Barat,Sumatera Utara,0.05%,"6,076"
Kab. Nias Selatan,Sumatera Utara,0.12%,"13,481"
Kab. Nias Utara,Sumatera Utara,0.06%,"7,411"
Kab. Nunukan,Kalimantan Utara,3.47%,"18,962"
Kab. Ogan Ilir,Sumatera Selatan,0.59%,"37,393"
Kab. Ogan Komering Ilir,Sumatera Selatan,0.87%,"54,911"
Kab. Ogan Komering Ulu,Sumatera Selatan,0.74%,"46,734"
Kab. Ogan Komering Ulu  Selatan,Sumatera Selatan,0.48%,"30,240"
Kab. Ogan Komering Ulu  Timur,Sumatera Selatan,0.76%,"48,208"
Kab. Pacitan,Jawa Timur,0.18%,"57,265"
Kab. Padang Lawas,Sumatera Utara,0.18%,"20,885"
Kab. Padang Lawas Utara,Sumatera Utara,0.34%,"38,618"
Kab. Padang Pariaman,Sumatera Barat,0.62%,"27,458"
Kab. Pahuwato,Gorontalo,1.84%,"17,237"
Kab. Pakpak Bharat,Sumatera Utara,0.17%,"19,383"
Kab. Pamekasan,Jawa Timur,0.19%,"60,765"
Kab. Pandeglang,Banten,1.02%,"94,296"
Kab. Pangandaran,Jawa Barat,0.19%,"72,933"
Kab. Pangkajene Kepulauan,Sulawesi Selatan,0.53%,"37,558"
Kab. Paniai,Papua,0.14%,"3,571"
Kab. Parigi Moutong,Sulawesi Tengah,1.00%,"21,371"
Kab. Pasaman,Sumatera Barat,0.53%,"23,350"
Kab. Pasaman Barat,Sumatera Barat,0.48%,"20,991"
Kab. Pasangkayu,Sulawesi Barat,1.78%,"19,338"
Kab. Paser,Kalimantan Timur,0.97%,"27,843"
Kab. Pasuruan,Jawa Timur,0.41%,"130,022"
Kab. Pati,Jawa Tengah,0.57%,"162,825"
Kab. Pegunungan Arfak,Papua Barat,0.01%,78
Kab. Pekalongan,Jawa Tengah,0.34%,"98,438"
Kab. Pelalawan,Riau,0.60%,"28,877"
Kab. Pemalang,Jawa Tengah,0.59%,"169,612"
Kab. Penajam Paser Utara,Kalimantan Timur,0.77%,"22,260"
Kab. Penukal Abab Lematang  Ilir,Sumatera Selatan,0.34%,"21,324"
Kab. Pesawaran,Lampung,0.33%,"21,789"
Kab. Pesisir Barat,Lampung,0.12%,"7,666"
Kab. Pesisir Selatan,Sumatera Barat,0.68%,"30,093"
Kab. Pidie,Aceh,0.92%,"36,897"
Kab. Pidie Jaya,Aceh,0.41%,"16,487"
Kab. Pinrang,Sulawesi Selatan,0.77%,"54,125"
Kab. Polewali Mandar,Sulawesi Barat,5.77%,"62,870"
Kab. Ponorogo,Jawa Timur,0.30%,"95,812"
Kab. Poso,Sulawesi Tengah,1.10%,"23,441"
Kab. Pringsewu,Lampung,0.29%,"19,199"
Kab. Probolinggo,Jawa Timur,0.69%,"220,467"
Kab. Pulang Pisau,Kalimantan Tengah,1.41%,"28,753"
Kab. Pulau Morotai,Maluku Utara,0.62%,"5,907"
Kab. Pulau Taliabu,Maluku Utara,0.37%,"3,541"
Kab. Puncak,Papua,0.06%,"1,424"
Kab. Puncak Jaya,Papua,0.10%,"2,611"
Kab. Purbalingga,Jawa Tengah,0.36%,"102,557"
Kab. Purwakarta,Jawa Barat,0.29%,"109,699"
Kab. Purworejo,Jawa Tengah,0.32%,"90,970"
Kab. Raja Ampat,Papua Barat,1.21%,"9,620"
Kab. Rejang Lebong,Bengkulu,1.72%,"26,721"
Kab. Rembang,Jawa Tengah,0.37%,"107,072"
Kab. Rokan Hilir,Riau,1.28%,"61,815"
Kab. Rokan Hulu,Riau,0.90%,"43,564"
Kab. Rote Ndao,Nusa Tenggara Timur,0.35%,"13,528"
Kab. Sabu Raijua,Nusa Tenggara Timur,0.20%,"7,843"
Kab. Sambas,Kalimantan Barat,0.98%,"37,774"
Kab. Samosir,Sumatera Utara,0.24%,"27,740"
Kab. Sampang,Jawa Timur,0.15%,"46,537"
Kab. Sanggau,Kalimantan Barat,0.85%,"32,948"
Kab. Sarmi,Papua,0.13%,"3,265"
Kab. Sarolangun,Jambi,1.38%,"37,185"
Kab. Sekadau,Kalimantan Barat,0.51%,"19,616"
Kab. Seluma,Bengkulu,1.25%,"19,438"
Kab. Semarang,Jawa Tengah,0.43%,"123,881"
Kab. Seram Bagian Barat,Maluku,1.07%,"15,222"
Kab. Seram Bagian Timur,Maluku,0.43%,"6,057"
Kab. Serang,Banten,0.75%,"69,106"
Kab. Serdang Bedagai,Sumatera Utara,0.83%,"94,434"
Kab. Seruyan,Kalimantan Tengah,1.24%,"25,335"
Kab. Siak,Riau,1.00%,"48,289"
Kab. Sidenreng Rappang,Sulawesi Selatan,0.46%,"32,444"
Kab. Sidoarjo,Jawa Timur,1.60%,"508,119"
Kab. Sigi,Sulawesi Tengah,0.74%,"15,761"
Kab. Sijunjung,Sumatera Barat,0.60%,"26,389"
Kab. Sikka,Nusa Tenggara Timur,0.69%,"26,369"
Kab. Simalungun,Sumatera Utara,0.65%,"74,143"
Kab. Simeulue,Aceh,0.19%,"7,780"
Kab. Sinjai,Sulawesi Selatan,0.52%,"36,462"
Kab. Sintang,Kalimantan Barat,1.21%,"46,716"
Kab. Situbondo,Jawa Timur,0.19%,"60,858"
Kab. Sleman,Yogyakarta,12.47%,"359,057"
Kab. Solok,Sumatera Barat,0.77%,"34,062"
Kab. Solok Selatan,Sumatera Barat,0.48%,"21,083"
Kab. Soppeng,Sulawesi Selatan,0.82%,"57,543"
Kab. Sorong,Papua Barat,2.01%,"16,019"
Kab. Sorong Selatan,Papua Barat,0.67%,"5,314"
Kab. Sragen,Jawa Tengah,0.37%,"106,339"
Kab. Subang,Jawa Barat,0.53%,"200,122"
Kab. Sukabumi,Jawa Barat,0.65%,"246,665"
Kab. Sukamara,Kalimantan Tengah,0.91%,"18,489"
Kab. Sukoharjo,Jawa Tengah,0.51%,"145,575"
Kab. Sumba Barat,Nusa Tenggara Timur,0.47%,"18,170"
Kab. Sumba Barat Daya,Nusa Tenggara Timur,0.48%,"18,265"
Kab. Sumba Tengah,Nusa Tenggara Timur,0.21%,"8,089"
Kab. Sumba Timur,Nusa Tenggara Timur,0.61%,"23,475"
Kab. Sumbawa,Nusa Tenggara Barat,1.12%,"43,977"
Kab. Sumbawa Barat,Nusa Tenggara Barat,0.54%,"21,232"
Kab. Sumedang,Jawa Barat,0.43%,"161,500"
Kab. Sumenep,Jawa Timur,0.25%,"78,988"
Kab. Supiori,Papua,0.06%,"1,450"
Kab. Tabalong,Kalimantan Selatan,1.02%,"32,269"
Kab. Tabanan,Bali,9.83%,"334,649"
Kab. Takalar,Sulawesi Selatan,0.61%,"43,230"
Kab. Tambrauw,Papua Barat,0.09%,690
Kab. Tana Tidung,Kalimantan Utara,0.92%,"5,020"
Kab. Tana Toraja,Sulawesi Selatan,0.68%,"47,727"
Kab. Tanah Bumbu,Kalimantan Selatan,0.89%,"28,049"
Kab. Tanah Datar,Sumatera Barat,0.83%,"36,664"
Kab. Tanah Laut,Kalimantan Selatan,0.74%,"23,541"
Kab. Tangerang,Banten,4.21%,"388,231"
Kab. Tanggamus,Lampung,0.52%,"34,656"
Kab. Tanjung Jabung Barat,Jambi,1.71%,"45,999"
Kab. Tanjung Jabung Timur,Jambi,1.35%,"36,143"
Kab. Tapanuli Selatan,Sumatera Utara,0.27%,"31,311"
Kab. Tapanuli Tengah,Sumatera Utara,0.24%,"27,049"
Kab. Tapanuli Utara,Sumatera Utara,0.41%,"46,934"
Kab. Tapin,Kalimantan Selatan,0.53%,"16,619"
Kab. Tasikmalaya,Jawa Barat,0.31%,"118,886"
Kab. Tebo,Jambi,2.12%,"57,014"
Kab. Tegal,Jawa Tengah,0.46%,"130,946"
Kab. Teluk Bintuni,Papua Barat,1.41%,"11,259"
Kab. Teluk Wondama,Papua Barat,0.81%,"6,486"
Kab. Temanggung,Jawa Tengah,0.34%,"97,541"
Kab. Timor Tengah Utara,Nusa Tenggara Timur,0.46%,"17,452"
Kab. Toba Samosir,Sumatera Utara,0.20%,"23,093"
Kab. Tojo Una Una,Sulawesi Tengah,0.48%,"10,247"
Kab. Toli Toli,Sulawesi Tengah,1.03%,"21,955"
Kab. Tolikara,Papua,0.06%,"1,596"
Kab. Toraja Utara,Sulawesi Selatan,0.38%,"27,015"
Kab. Trenggalek,Jawa Timur,0.24%,"77,928"
Kab. Tuban,Jawa Timur,0.45%,"143,227"
Kab. Tulang Bawang,Lampung,0.44%,"29,055"
Kab. Tulang Bawang Barat,Lampung,0.17%,"11,417"
Kab. Tulungagung,Jawa Timur,0.62%,"198,184"
Kab. Wajo,Sulawesi Selatan,0.86%,"60,764"
Kab. Wakatobi,Sulawesi Tenggara,0.47%,"9,488"
Kab. Waropen,Papua,0.05%,"1,195"
Kab. Way Kanan,Lampung,0.36%,"23,866"
Kab. Wonogiri,Jawa Tengah,0.35%,"99,634"
Kab. Wonosobo,Jawa Tengah,0.30%,"85,091"
Kab. Yahukimo,Papua,0.10%,"2,615"
Kab. Yalimo,Papua,0.04%,833
Kota Adm. Jakarta Barat,Jakarta Raya,17.09%,"1,434,634"
Kota Adm. Jakarta Pusat,Jakarta Raya,21.06%,"1,768,208"
Kota Adm. Jakarta Selatan,Jakarta Raya,25.09%,"2,106,375"
Kota Adm. Jakarta Timur,Jakarta Raya,19.77%,"1,659,865"
Kota Adm. Jakarta Utara,Jakarta Raya,15.49%,"1,300,314"
Kota Ambon,Maluku,8.85%,"125,534"
Kota Balikpapan,Kalimantan Timur,4.91%,"141,252"
Kota Banda Aceh,Aceh,2.45%,"98,661"
Kota Bandar Lampung,Lampung,3.27%,"217,226"
Kota Bandung,Jawa Barat,2.45%,"926,895"
Kota Banjar,Jawa Barat,0.16%,"60,024"
Kota Banjarbaru,Kalimantan Selatan,1.76%,"55,498"
Kota Banjarmasin,Kalimantan Selatan,4.48%,"141,760"
Kota Batam,Kepulauan Riau,38.88%,"614,736"
Kota Batu,Jawa Timur,0.13%,"41,166"
Kota Bau Bau,Sulawesi Tenggara,1.42%,"28,426"
Kota Bekasi,Jawa Barat,1.24%,"470,632"
Kota Bengkulu,Bengkulu,6.16%,"95,710"
Kota Bima,Nusa Tenggara Barat,0.80%,"31,424"
Kota Binjai,Sumatera Utara,0.37%,"41,740"
Kota Bitung,Sulawesi Utara,2.77%,"57,661"
Kota Blitar,Jawa Timur,0.21%,"67,388"
Kota Bogor,Jawa Barat,0.88%,"332,422"
Kota Bontang,Kalimantan Timur,1.36%,"39,152"
Kota Bukittinggi,Sumatera Barat,0.62%,"27,444"
Kota Cilegon,Banten,0.78%,"71,851"
Kota Cimahi,Jawa Barat,0.50%,"188,985"
Kota Cirebon,Jawa Barat,0.28%,"105,716"
Kota Denpasar,Bali,19.36%,"659,365"
Kota Depok,Jawa Barat,0.82%,"309,194"
Kota Dumai,Riau,2.19%,"105,870"
Kota Gorontalo,Gorontalo,6.23%,"58,495"
Kota Gunungsitoli,Sumatera Utara,0.15%,"17,362"
Kota Jambi,Jambi,7.87%,"211,342"
Kota Jayapura,Papua,3.83%,"98,950"
Kota Kediri,Jawa Timur,0.44%,"139,343"
Kota Kendari,Sulawesi Tenggara,4.59%,"91,881"
