Provinsi,Tanggal,Running Sum of divaksin2 (ribu)
Kalimantan Timur,4/1/2021,70.132
Kalimantan Timur,4/2/2021,70.311
Kalimantan Timur,4/3/2021,71.065
Kalimantan Timur,4/4/2021,71.642
Kalimantan Timur,4/5/2021,73.209
Kalimantan Timur,4/6/2021,74.601
Kalimantan Timur,4/7/2021,76.849
Kalimantan Timur,4/8/2021,77.512
Kalimantan Timur,4/9/2021,78.948
Kalimantan Timur,4/10/2021,81.807
Kalimantan Timur,4/11/2021,82.016
Kalimantan Timur,4/12/2021,84.265
Kalimantan Timur,4/13/2021,85.287
Kalimantan Timur,4/14/2021,87.511
Kalimantan Timur,4/15/2021,88.744
Kalimantan Timur,4/16/2021,89.629
Kalimantan Timur,4/17/2021,91.932
Kalimantan Timur,4/18/2021,92.344
Kalimantan Timur,4/19/2021,93.611
Kalimantan Timur,4/20/2021,98.706
Kalimantan Timur,4/21/2021,101.62
Kalimantan Timur,4/22/2021,103.601
Kalimantan Timur,4/23/2021,104.261
Kalimantan Timur,4/24/2021,105.864
Kalimantan Timur,4/25/2021,105.876
Kalimantan Utara,1/13/2021,0
Kalimantan Utara,1/14/2021,0
Kalimantan Utara,1/15/2021,0
Kalimantan Utara,1/16/2021,0
Kalimantan Utara,1/18/2021,0
Kalimantan Utara,1/19/2021,0
Kalimantan Utara,1/20/2021,0
Kalimantan Utara,1/21/2021,0
Kalimantan Utara,1/22/2021,0.002
Kalimantan Utara,1/23/2021,0.002
Kalimantan Utara,1/25/2021,0.002
Kalimantan Utara,1/26/2021,0.002
Kalimantan Utara,1/27/2021,0.002
Kalimantan Utara,1/28/2021,0.083
Kalimantan Utara,1/29/2021,0.168
Kalimantan Utara,1/30/2021,0.273
Kalimantan Utara,2/1/2021,0.52
Kalimantan Utara,2/2/2021,0.729
Kalimantan Utara,2/3/2021,0.91
Kalimantan Utara,2/4/2021,1.115
Kalimantan Utara,2/5/2021,1.231
Kalimantan Utara,2/6/2021,1.267
Kalimantan Utara,2/7/2021,1.267
Kalimantan Utara,2/8/2021,1.36
Kalimantan Utara,2/9/2021,1.448
Kalimantan Utara,2/10/2021,1.518
Kalimantan Utara,2/11/2021,1.648
Kalimantan Utara,2/12/2021,1.693
Kalimantan Utara,2/13/2021,1.762
Kalimantan Utara,2/15/2021,1.832
Kalimantan Utara,2/16/2021,1.904
Kalimantan Utara,2/17/2021,2.371
Kalimantan Utara,2/18/2021,2.898
Kalimantan Utara,2/19/2021,3.212
Kalimantan Utara,2/20/2021,3.425
Kalimantan Utara,2/21/2021,3.425
Kalimantan Utara,2/22/2021,3.597
Kalimantan Utara,2/23/2021,3.918
Kalimantan Utara,2/24/2021,4.157
Kalimantan Utara,2/25/2021,4.328
Kalimantan Utara,2/26/2021,4.354
Kalimantan Utara,2/27/2021,4.509
Kalimantan Utara,2/28/2021,4.51
Kalimantan Utara,3/1/2021,4.644
Kalimantan Utara,3/2/2021,4.766
Kalimantan Utara,3/3/2021,5.011
Kalimantan Utara,3/4/2021,5.125
Kalimantan Utara,3/5/2021,5.241
Kalimantan Utara,3/6/2021,5.302
Kalimantan Utara,3/7/2021,5.304
Kalimantan Utara,3/8/2021,5.355
Kalimantan Utara,3/9/2021,5.457
Kalimantan Utara,3/10/2021,5.533
Kalimantan Utara,3/11/2021,5.538
Kalimantan Utara,3/12/2021,5.585
Kalimantan Utara,3/13/2021,5.636
Kalimantan Utara,3/14/2021,5.637
Kalimantan Utara,3/15/2021,5.691
Kalimantan Utara,3/16/2021,5.729
Kalimantan Utara,3/17/2021,5.797
Kalimantan Utara,3/18/2021,5.964
Kalimantan Utara,3/19/2021,6.084
Kalimantan Utara,3/20/2021,6.123
Kalimantan Utara,3/21/2021,6.123
Kalimantan Utara,3/22/2021,6.341
Kalimantan Utara,3/23/2021,7.279
Kalimantan Utara,3/24/2021,8.383
Kalimantan Utara,3/25/2021,8.717
Kalimantan Utara,3/26/2021,9.021
Kalimantan Utara,3/27/2021,9.337
Kalimantan Utara,3/28/2021,9.337
Kalimantan Utara,3/29/2021,9.727
Kalimantan Utara,3/30/2021,10.15
Kalimantan Utara,3/31/2021,10.691
Kalimantan Utara,4/1/2021,11.065
Kalimantan Utara,4/2/2021,11.068
Kalimantan Utara,4/3/2021,11.337
Kalimantan Utara,4/4/2021,11.339
Kalimantan Utara,4/5/2021,11.597
Kalimantan Utara,4/6/2021,11.916
Kalimantan Utara,4/7/2021,12.263
Kalimantan Utara,4/8/2021,12.616
Kalimantan Utara,4/9/2021,12.696
Kalimantan Utara,4/10/2021,12.888
Kalimantan Utara,4/11/2021,12.888
Kalimantan Utara,4/12/2021,13.369
Kalimantan Utara,4/13/2021,13.796
Kalimantan Utara,4/14/2021,13.929
Kalimantan Utara,4/15/2021,14.016
Kalimantan Utara,4/16/2021,14.047
Kalimantan Utara,4/17/2021,14.087
Kalimantan Utara,4/19/2021,14.177
Kalimantan Utara,4/20/2021,14.408
Kalimantan Utara,4/21/2021,14.505
Kalimantan Utara,4/22/2021,14.769
Kalimantan Utara,4/23/2021,14.983
Kalimantan Utara,4/24/2021,15.295
Kalimantan Utara,4/25/2021,15.332
Kepulauan Riau,1/13/2021,0
Kepulauan Riau,1/14/2021,0
Kepulauan Riau,1/15/2021,0.002
Kepulauan Riau,1/16/2021,0.002
Kepulauan Riau,1/17/2021,0.002
Kepulauan Riau,1/18/2021,0.002
Kepulauan Riau,1/19/2021,0.002
Kepulauan Riau,1/20/2021,0.002
Kepulauan Riau,1/21/2021,0.002
Kepulauan Riau,1/22/2021,0.004
Kepulauan Riau,1/23/2021,0.004
Kepulauan Riau,1/24/2021,0.004
Kepulauan Riau,1/25/2021,0.005
Kepulauan Riau,1/26/2021,0.005
Kepulauan Riau,1/27/2021,0.005
Kepulauan Riau,1/28/2021,0.06
Kepulauan Riau,1/29/2021,0.18
Kepulauan Riau,1/30/2021,0.284
Kepulauan Riau,1/31/2021,0.295
Kepulauan Riau,2/1/2021,0.707
Kepulauan Riau,2/2/2021,1.119
Kepulauan Riau,2/3/2021,1.81
Kepulauan Riau,2/4/2021,2.726
Kepulauan Riau,2/5/2021,3.22
Kepulauan Riau,2/6/2021,3.33
Kepulauan Riau,2/7/2021,3.33
Kepulauan Riau,2/8/2021,3.689
Kepulauan Riau,2/9/2021,4.03
Kepulauan Riau,2/10/2021,4.48
Kepulauan Riau,2/11/2021,5.196
Kepulauan Riau,2/12/2021,5.337
Kepulauan Riau,2/13/2021,6.135
Kepulauan Riau,2/14/2021,6.179
Kepulauan Riau,2/15/2021,6.919
Kepulauan Riau,2/16/2021,8.071
Kepulauan Riau,2/17/2021,8.973
Kepulauan Riau,2/18/2021,9.547
Kepulauan Riau,2/19/2021,9.898
Kepulauan Riau,2/20/2021,10.297
Kepulauan Riau,2/21/2021,10.322
Kepulauan Riau,2/22/2021,10.719
Kepulauan Riau,2/23/2021,10.937
Kepulauan Riau,2/24/2021,11.076
Kepulauan Riau,2/25/2021,11.319
Kepulauan Riau,2/26/2021,11.345
Kepulauan Riau,2/27/2021,11.627
Kepulauan Riau,2/28/2021,11.635
Kepulauan Riau,3/1/2021,11.821
Kepulauan Riau,3/2/2021,12.195
Kepulauan Riau,3/3/2021,12.571
Kepulauan Riau,3/4/2021,12.719
Kepulauan Riau,3/5/2021,12.863
Kepulauan Riau,3/6/2021,12.906
Kepulauan Riau,3/7/2021,12.907
Kepulauan Riau,3/8/2021,12.998
Kepulauan Riau,3/9/2021,13.082
Kepulauan Riau,3/10/2021,13.16
Kepulauan Riau,3/11/2021,13.168
Kepulauan Riau,3/12/2021,13.194
Kepulauan Riau,3/13/2021,13.226
Kepulauan Riau,3/14/2021,13.227
Kepulauan Riau,3/15/2021,13.609
Kepulauan Riau,3/16/2021,14.376
Kepulauan Riau,3/17/2021,15.065
Kepulauan Riau,3/18/2021,16.463
Kepulauan Riau,3/19/2021,18.113
Kepulauan Riau,3/20/2021,18.403
Kepulauan Riau,3/21/2021,18.403
Kepulauan Riau,3/22/2021,20.302
Kepulauan Riau,3/23/2021,21.964
Kepulauan Riau,3/24/2021,23.632
Kepulauan Riau,3/25/2021,23.825
Kepulauan Riau,3/26/2021,24.135
Kepulauan Riau,3/27/2021,24.202
Kepulauan Riau,3/28/2021,24.218
Kepulauan Riau,3/29/2021,24.743
Kepulauan Riau,3/30/2021,25.052
Kepulauan Riau,3/31/2021,25.537
Kepulauan Riau,4/1/2021,26.008
Kepulauan Riau,4/2/2021,26.353
Kepulauan Riau,4/3/2021,26.619
Kepulauan Riau,4/4/2021,26.62
Kepulauan Riau,4/5/2021,27.909
Kepulauan Riau,4/6/2021,29.122
Kepulauan Riau,4/7/2021,30.039
Kepulauan Riau,4/8/2021,31.125
Kepulauan Riau,4/9/2021,32.361
Kepulauan Riau,4/10/2021,33.097
Kepulauan Riau,4/11/2021,33.238
Kepulauan Riau,4/12/2021,33.949
Kepulauan Riau,4/13/2021,34.372
Kepulauan Riau,4/14/2021,35.176
Kepulauan Riau,4/15/2021,35.803
Kepulauan Riau,4/16/2021,36.005
Kepulauan Riau,4/17/2021,36.235
Kepulauan Riau,4/18/2021,36.245
Kepulauan Riau,4/19/2021,36.764
Kepulauan Riau,4/20/2021,39.06
Kepulauan Riau,4/21/2021,40.167
Kepulauan Riau,4/22/2021,41.102
Kepulauan Riau,4/23/2021,41.534
Kepulauan Riau,4/24/2021,41.706
Kepulauan Riau,4/25/2021,41.706
Lampung,1/13/2021,0
Lampung,1/14/2021,0
Lampung,1/15/2021,0
Lampung,1/16/2021,0
Lampung,1/17/2021,0
Lampung,1/18/2021,0
Lampung,1/19/2021,0
Lampung,1/20/2021,0
Lampung,1/21/2021,0
Lampung,1/22/2021,0
Lampung,1/23/2021,0
Lampung,1/25/2021,0
Lampung,1/26/2021,0
Lampung,1/27/2021,0
Lampung,1/28/2021,0.014
Lampung,1/29/2021,0.019
Lampung,1/30/2021,0.019
Lampung,2/1/2021,0.059
Lampung,2/2/2021,0.166
Lampung,2/3/2021,0.489
Lampung,2/4/2021,1.005
Lampung,2/5/2021,1.185
Lampung,2/6/2021,1.286
Lampung,2/7/2021,1.286
Lampung,2/8/2021,1.484
Lampung,2/9/2021,2.358
Lampung,2/10/2021,3.22
Lampung,2/11/2021,4.656
Lampung,2/12/2021,5.338
Lampung,2/13/2021,5.956
Lampung,2/14/2021,5.956
Lampung,2/15/2021,8.488
Lampung,2/16/2021,11.743
Lampung,2/17/2021,14.797
Lampung,2/18/2021,17.593
Lampung,2/19/2021,19.682
Lampung,2/20/2021,20.806
Lampung,2/21/2021,20.817
Lampung,2/22/2021,22.103
Lampung,2/23/2021,23.051
Lampung,2/24/2021,23.887
Lampung,2/25/2021,24.79
Lampung,2/26/2021,24.928
Lampung,2/27/2021,25.073
Lampung,2/28/2021,25.074
Lampung,3/1/2021,25.583
Lampung,3/2/2021,26.322
Lampung,3/3/2021,27.066
Lampung,3/4/2021,27.898
Lampung,3/5/2021,28.248
Lampung,3/6/2021,28.366
Lampung,3/7/2021,28.371
Lampung,3/8/2021,28.866
Lampung,3/9/2021,29.434
Lampung,3/10/2021,29.822
Lampung,3/11/2021,29.838
Lampung,3/12/2021,30.039
Lampung,3/13/2021,30.1
Lampung,3/14/2021,30.1
Lampung,3/15/2021,30.386
Lampung,3/16/2021,30.755
Lampung,3/17/2021,31.828
Lampung,3/18/2021,35.218
Lampung,3/19/2021,40.12
Lampung,3/20/2021,44.239
Lampung,3/21/2021,44.485
Lampung,3/22/2021,49.643
Lampung,3/23/2021,55.214
Lampung,3/24/2021,60.108
Lampung,3/25/2021,61.5
Lampung,3/26/2021,63.364
Lampung,3/27/2021,63.811
Lampung,3/28/2021,63.856
Lampung,3/29/2021,67.149
Lampung,3/30/2021,70.987
Lampung,3/31/2021,73.337
Lampung,4/1/2021,75.114
Lampung,4/2/2021,75.148
Lampung,4/3/2021,75.669
Lampung,4/4/2021,75.679
Lampung,4/5/2021,78.278
Lampung,4/6/2021,81.182
Lampung,4/7/2021,86.1
Lampung,4/8/2021,89.715
Lampung,4/9/2021,92.836
Lampung,4/10/2021,94.762
Lampung,4/11/2021,94.791
Lampung,4/12/2021,98.995
Lampung,4/13/2021,100.575
Lampung,4/14/2021,102.771
Lampung,4/15/2021,104.727
Lampung,4/16/2021,105.729
Lampung,4/17/2021,106.527
Lampung,4/18/2021,106.536
Lampung,4/19/2021,108.319
Lampung,4/20/2021,110.069
Lampung,4/21/2021,111.81
Lampung,4/22/2021,115.189
Lampung,4/23/2021,117.154
Lampung,4/24/2021,118.726
Lampung,4/25/2021,118.748
Maluku,1/14/2021,0
Maluku,1/15/2021,0
Maluku,1/16/2021,0
Maluku,1/18/2021,0
Maluku,1/19/2021,0
Maluku,1/20/2021,0
Maluku,1/21/2021,0
Maluku,1/22/2021,0.001
Maluku,1/23/2021,0.001
Maluku,1/24/2021,0.001
Maluku,1/25/2021,0.001
Maluku,1/26/2021,0.001
Maluku,1/27/2021,0.001
Maluku,1/28/2021,0.001
Maluku,1/29/2021,0.181
Maluku,1/30/2021,0.184
Maluku,1/31/2021,0.184
Maluku,2/1/2021,0.268
Maluku,2/2/2021,0.369
Maluku,2/3/2021,0.485
Maluku,2/4/2021,0.763
Maluku,2/5/2021,0.893
Maluku,2/6/2021,0.944
Maluku,2/7/2021,0.966
Maluku,2/8/2021,1.068
Maluku,2/9/2021,1.153
Maluku,2/10/2021,1.302
Maluku,2/11/2021,1.55
Maluku,2/12/2021,1.76
Maluku,2/13/2021,1.989
Maluku,2/14/2021,2.015
Maluku,2/15/2021,2.472
Maluku,2/16/2021,2.948
Maluku,2/17/2021,3.389
Maluku,2/18/2021,3.828
Maluku,2/19/2021,4.203
Maluku,2/20/2021,4.655
Maluku,2/21/2021,4.753
Maluku,2/22/2021,5.313
Maluku,2/23/2021,5.595
Maluku,2/24/2021,5.937
Maluku,2/25/2021,6.189
Maluku,2/26/2021,6.34
Maluku,2/27/2021,6.46
Maluku,2/28/2021,6.462
Maluku,3/1/2021,6.752
Maluku,3/2/2021,7.091
Maluku,3/3/2021,7.43
Maluku,3/4/2021,7.698
Maluku,3/5/2021,7.979
Maluku,3/6/2021,8.107
Maluku,3/7/2021,8.115
Maluku,3/8/2021,8.355
Maluku,3/9/2021,8.563
Maluku,3/10/2021,8.735
Maluku,3/11/2021,8.779
Maluku,3/12/2021,8.886
Maluku,3/13/2021,8.994
Maluku,3/15/2021,9.124
Maluku,3/16/2021,9.227
Maluku,3/17/2021,9.353
Maluku,3/18/2021,9.453
Maluku,3/19/2021,9.603
Maluku,3/20/2021,9.695
Maluku,3/21/2021,9.696
Maluku,3/22/2021,9.873
Maluku,3/23/2021,10.389
Maluku,3/24/2021,10.669
Maluku,3/25/2021,10.717
Maluku,3/26/2021,12.169
Maluku,3/27/2021,13.11
Maluku,3/28/2021,13.112
Maluku,3/29/2021,13.751
Maluku,3/30/2021,15.369
Maluku,3/31/2021,16.452
Maluku,4/1/2021,17.426
Maluku,4/2/2021,17.482
Maluku,4/3/2021,18.402
Maluku,4/5/2021,19.118
Maluku,4/6/2021,20.984
Maluku,4/7/2021,22.06
Maluku,4/8/2021,23.049
Maluku,4/9/2021,23.658
Maluku,4/10/2021,24.104
Maluku,4/11/2021,24.11
Maluku,4/12/2021,24.882
Maluku,4/13/2021,25.163
Maluku,4/14/2021,25.653
Maluku,4/15/2021,26.368
Maluku,4/16/2021,26.763
Maluku,4/17/2021,26.895
Maluku,4/18/2021,26.937
Maluku,4/19/2021,27.693
Maluku,4/20/2021,28.761
Maluku,4/21/2021,29.739
Maluku,4/22/2021,30.519
Maluku,4/23/2021,31.354
Maluku,4/24/2021,31.716
Maluku,4/25/2021,31.716
Maluku Utara,1/14/2021,0
Maluku Utara,1/15/2021,0
Maluku Utara,1/16/2021,0
Maluku Utara,1/17/2021,0
Maluku Utara,1/18/2021,0
Maluku Utara,1/19/2021,0
Maluku Utara,1/20/2021,0
Maluku Utara,1/21/2021,0
Maluku Utara,1/22/2021,0
Maluku Utara,1/23/2021,0
Maluku Utara,1/24/2021,0
Maluku Utara,1/25/2021,0
Maluku Utara,1/26/2021,0
Maluku Utara,1/27/2021,0
Maluku Utara,1/28/2021,0.006
Maluku Utara,1/29/2021,0.007
Maluku Utara,1/30/2021,0.007
Maluku Utara,1/31/2021,0.007
Maluku Utara,2/1/2021,0.007
Maluku Utara,2/2/2021,0.015
Maluku Utara,2/3/2021,0.051
Maluku Utara,2/4/2021,0.1
Maluku Utara,2/5/2021,0.14
Maluku Utara,2/6/2021,0.155
Maluku Utara,2/7/2021,0.155
Maluku Utara,2/8/2021,0.221
Maluku Utara,2/9/2021,0.272
Maluku Utara,2/10/2021,0.328
Maluku Utara,2/11/2021,0.385
Maluku Utara,2/12/2021,0.394
Maluku Utara,2/13/2021,0.42
Maluku Utara,2/14/2021,0.421
Maluku Utara,2/15/2021,0.493
Maluku Utara,2/16/2021,0.55
Maluku Utara,2/17/2021,0.633
Maluku Utara,2/18/2021,0.757
Maluku Utara,2/19/2021,0.968
Maluku Utara,2/20/2021,1.226
Maluku Utara,2/21/2021,1.278
Maluku Utara,2/22/2021,1.513
Maluku Utara,2/23/2021,1.983
Maluku Utara,2/24/2021,2.608
Maluku Utara,2/25/2021,3.124
Maluku Utara,2/26/2021,3.297
Maluku Utara,2/27/2021,3.507
Maluku Utara,2/28/2021,3.52
Maluku Utara,3/1/2021,3.961
Maluku Utara,3/2/2021,4.488
Maluku Utara,3/3/2021,4.826
Maluku Utara,3/4/2021,5.164
Maluku Utara,3/5/2021,5.391
Maluku Utara,3/6/2021,5.599
Maluku Utara,3/7/2021,5.616
Maluku Utara,3/8/2021,5.946
Maluku Utara,3/9/2021,6.214
Maluku Utara,3/10/2021,6.515
Maluku Utara,3/11/2021,6.574
Maluku Utara,3/12/2021,6.659
Maluku Utara,3/13/2021,6.8
Maluku Utara,3/14/2021,6.805
Maluku Utara,3/15/2021,7.043
Maluku Utara,3/16/2021,7.327
Maluku Utara,3/17/2021,7.525
Maluku Utara,3/18/2021,7.793
Maluku Utara,3/19/2021,7.995
Maluku Utara,3/20/2021,8.11
Maluku Utara,3/21/2021,8.11
Maluku Utara,3/22/2021,8.347
Maluku Utara,3/23/2021,8.676
Maluku Utara,3/24/2021,8.919
Maluku Utara,3/25/2021,8.983
Maluku Utara,3/26/2021,9.283
Maluku Utara,3/27/2021,9.366
Maluku Utara,3/28/2021,9.381
Maluku Utara,3/29/2021,9.945
Maluku Utara,3/30/2021,10.355
Maluku Utara,3/31/2021,10.673
Maluku Utara,4/1/2021,11.11
Maluku Utara,4/2/2021,11.142
Maluku Utara,4/3/2021,11.343
Maluku Utara,4/5/2021,11.867
Maluku Utara,4/6/2021,12.257
Maluku Utara,4/7/2021,12.646
Maluku Utara,4/8/2021,12.979
Maluku Utara,4/9/2021,13.279
Maluku Utara,4/10/2021,13.405
Maluku Utara,4/11/2021,13.415
Maluku Utara,4/12/2021,13.795
Maluku Utara,4/13/2021,14.018
Maluku Utara,4/14/2021,14.246
Maluku Utara,4/15/2021,14.398
Maluku Utara,4/16/2021,14.588
Maluku Utara,4/17/2021,14.615
Maluku Utara,4/18/2021,14.615
Maluku Utara,4/19/2021,14.959
Maluku Utara,4/20/2021,15.276
Maluku Utara,4/21/2021,15.616
Maluku Utara,4/22/2021,15.992
Maluku Utara,4/23/2021,16.303
Maluku Utara,4/24/2021,16.432
Maluku Utara,4/25/2021,16.446
Nusa Tenggara Barat,1/14/2021,0
Nusa Tenggara Barat,1/15/2021,0
Nusa Tenggara Barat,1/16/2021,0
Nusa Tenggara Barat,1/17/2021,0
Nusa Tenggara Barat,1/18/2021,0
Nusa Tenggara Barat,1/19/2021,0
Nusa Tenggara Barat,1/20/2021,0
Nusa Tenggara Barat,1/21/2021,0
Nusa Tenggara Barat,1/22/2021,0
Nusa Tenggara Barat,1/23/2021,0
Nusa Tenggara Barat,1/25/2021,0
Nusa Tenggara Barat,1/26/2021,0
Nusa Tenggara Barat,1/27/2021,0
Nusa Tenggara Barat,1/28/2021,0.04
Nusa Tenggara Barat,1/29/2021,0.084
Nusa Tenggara Barat,1/30/2021,0.156
Nusa Tenggara Barat,1/31/2021,0.157
Nusa Tenggara Barat,2/1/2021,0.426
Nusa Tenggara Barat,2/2/2021,0.696
Nusa Tenggara Barat,2/3/2021,1.235
Nusa Tenggara Barat,2/4/2021,1.758
Nusa Tenggara Barat,2/5/2021,2.04
Nusa Tenggara Barat,2/6/2021,2.354
Nusa Tenggara Barat,2/7/2021,2.354
Nusa Tenggara Barat,2/8/2021,2.901
Nusa Tenggara Barat,2/9/2021,3.361
Nusa Tenggara Barat,2/10/2021,3.797
Nusa Tenggara Barat,2/11/2021,4.136
Nusa Tenggara Barat,2/12/2021,4.209
Nusa Tenggara Barat,2/13/2021,4.541
Nusa Tenggara Barat,2/14/2021,4.541
Nusa Tenggara Barat,2/15/2021,5.081
Nusa Tenggara Barat,2/16/2021,5.879
Nusa Tenggara Barat,2/17/2021,7.21
Nusa Tenggara Barat,2/18/2021,8.685
Nusa Tenggara Barat,2/19/2021,9.629
Nusa Tenggara Barat,2/20/2021,10.84
Nusa Tenggara Barat,2/21/2021,10.84
Nusa Tenggara Barat,2/22/2021,11.94
Nusa Tenggara Barat,2/23/2021,13.209
Nusa Tenggara Barat,2/24/2021,14.296
Nusa Tenggara Barat,2/25/2021,15.28
Nusa Tenggara Barat,2/26/2021,15.499
Nusa Tenggara Barat,2/27/2021,16.11
Nusa Tenggara Barat,2/28/2021,16.11
Nusa Tenggara Barat,3/1/2021,17.134
Nusa Tenggara Barat,3/2/2021,18.135
Nusa Tenggara Barat,3/3/2021,19.051
Nusa Tenggara Barat,3/4/2021,19.794
Nusa Tenggara Barat,3/5/2021,20.212
Nusa Tenggara Barat,3/6/2021,20.585
Nusa Tenggara Barat,3/7/2021,20.589
Nusa Tenggara Barat,3/8/2021,21.2
Nusa Tenggara Barat,3/9/2021,21.641
Nusa Tenggara Barat,3/10/2021,22.259
Nusa Tenggara Barat,3/11/2021,22.269
Nusa Tenggara Barat,3/12/2021,22.614
Nusa Tenggara Barat,3/13/2021,22.938
Nusa Tenggara Barat,3/14/2021,22.942
Nusa Tenggara Barat,3/15/2021,23.391
Nusa Tenggara Barat,3/16/2021,23.708
Nusa Tenggara Barat,3/17/2021,24.19
Nusa Tenggara Barat,3/18/2021,25.351
Nusa Tenggara Barat,3/19/2021,26.04
Nusa Tenggara Barat,3/20/2021,26.449
Nusa Tenggara Barat,3/21/2021,26.449
Nusa Tenggara Barat,3/22/2021,28.943
Nusa Tenggara Barat,3/23/2021,31.937
Nusa Tenggara Barat,3/24/2021,36.239
Nusa Tenggara Barat,3/25/2021,36.606
Nusa Tenggara Barat,3/26/2021,37.796
Nusa Tenggara Barat,3/27/2021,38.645
Nusa Tenggara Barat,3/28/2021,38.65
Nusa Tenggara Barat,3/29/2021,40.826
Nusa Tenggara Barat,3/30/2021,43.514
Nusa Tenggara Barat,3/31/2021,45.922
Nusa Tenggara Barat,4/1/2021,47.627
Nusa Tenggara Barat,4/2/2021,47.693
Nusa Tenggara Barat,4/3/2021,49.431
Nusa Tenggara Barat,4/4/2021,49.498
Nusa Tenggara Barat,4/5/2021,52.506
Nusa Tenggara Barat,4/6/2021,56.109
Nusa Tenggara Barat,4/7/2021,58.957
Nusa Tenggara Barat,4/8/2021,61.715
Nusa Tenggara Barat,4/9/2021,62.985
Nusa Tenggara Barat,4/10/2021,64.66
Nusa Tenggara Barat,4/11/2021,64.792
Nusa Tenggara Barat,4/12/2021,68.757
Nusa Tenggara Barat,4/13/2021,69.862
Nusa Tenggara Barat,4/14/2021,70.828
Nusa Tenggara Barat,4/15/2021,72.417
Nusa Tenggara Barat,4/16/2021,73.188
Nusa Tenggara Barat,4/17/2021,74.037
Nusa Tenggara Barat,4/18/2021,74.042
Nusa Tenggara Barat,4/19/2021,76.495
Nusa Tenggara Barat,4/20/2021,79.704
Nusa Tenggara Barat,4/21/2021,82.54
Nusa Tenggara Barat,4/22/2021,85.213
Nusa Tenggara Barat,4/23/2021,86.596
Nusa Tenggara Barat,4/24/2021,88.963
Nusa Tenggara Barat,4/25/2021,88.968
Nusa Tenggara Timur,1/9/2021,0
Nusa Tenggara Timur,1/14/2021,0
Nusa Tenggara Timur,1/15/2021,0.001
Nusa Tenggara Timur,1/16/2021,0.001
Nusa Tenggara Timur,1/18/2021,0.001
Nusa Tenggara Timur,1/19/2021,0.001
Nusa Tenggara Timur,1/20/2021,0.002
Nusa Tenggara Timur,1/21/2021,0.002
Nusa Tenggara Timur,1/22/2021,0.005
Nusa Tenggara Timur,1/23/2021,0.005
Nusa Tenggara Timur,1/24/2021,0.006
Nusa Tenggara Timur,1/25/2021,0.006
Nusa Tenggara Timur,1/26/2021,0.006
Nusa Tenggara Timur,1/27/2021,0.006
Nusa Tenggara Timur,1/28/2021,0.011
Nusa Tenggara Timur,1/29/2021,0.026
Nusa Tenggara Timur,1/30/2021,0.027
Nusa Tenggara Timur,1/31/2021,0.027
Nusa Tenggara Timur,2/1/2021,0.066
Nusa Tenggara Timur,2/2/2021,0.198
Nusa Tenggara Timur,2/3/2021,0.369
Nusa Tenggara Timur,2/4/2021,0.648
Nusa Tenggara Timur,2/5/2021,0.852
Nusa Tenggara Timur,2/6/2021,1.144
Nusa Tenggara Timur,2/7/2021,1.173
Nusa Tenggara Timur,2/8/2021,1.357
Nusa Tenggara Timur,2/9/2021,1.533
Nusa Tenggara Timur,2/10/2021,1.735
Nusa Tenggara Timur,2/11/2021,1.941
Nusa Tenggara Timur,2/12/2021,1.968
Nusa Tenggara Timur,2/13/2021,2.042
Nusa Tenggara Timur,2/14/2021,2.045
Nusa Tenggara Timur,2/15/2021,2.155
Nusa Tenggara Timur,2/16/2021,2.521
Nusa Tenggara Timur,2/17/2021,3.8
Nusa Tenggara Timur,2/18/2021,5.794
Nusa Tenggara Timur,2/19/2021,8.318
Nusa Tenggara Timur,2/20/2021,11.514
Nusa Tenggara Timur,2/21/2021,12.435
Nusa Tenggara Timur,2/22/2021,15.828
Nusa Tenggara Timur,2/23/2021,18.447
Nusa Tenggara Timur,2/24/2021,20.808
Nusa Tenggara Timur,2/25/2021,22.335
Nusa Tenggara Timur,2/26/2021,22.575
Nusa Tenggara Timur,2/27/2021,23.3
Nusa Tenggara Timur,2/28/2021,23.31
Nusa Tenggara Timur,3/1/2021,24.117
Nusa Tenggara Timur,3/2/2021,24.802
Nusa Tenggara Timur,3/3/2021,25.407
Nusa Tenggara Timur,3/4/2021,26.031
Nusa Tenggara Timur,3/5/2021,26.464
Nusa Tenggara Timur,3/6/2021,26.867
Nusa Tenggara Timur,3/7/2021,26.877
Nusa Tenggara Timur,3/8/2021,27.383
Nusa Tenggara Timur,3/9/2021,27.784
Nusa Tenggara Timur,3/10/2021,28.216
Nusa Tenggara Timur,3/11/2021,28.286
Nusa Tenggara Timur,3/12/2021,28.492
Nusa Tenggara Timur,3/13/2021,28.76
Nusa Tenggara Timur,3/14/2021,28.761
Nusa Tenggara Timur,3/15/2021,29.034
Nusa Tenggara Timur,3/16/2021,29.32
Nusa Tenggara Timur,3/17/2021,29.636
Nusa Tenggara Timur,3/18/2021,30.356
Nusa Tenggara Timur,3/19/2021,31.41
Nusa Tenggara Timur,3/20/2021,31.838
Nusa Tenggara Timur,3/21/2021,31.845
Nusa Tenggara Timur,3/22/2021,33.619
Nusa Tenggara Timur,3/23/2021,36.175
Nusa Tenggara Timur,3/24/2021,38.833
Nusa Tenggara Timur,3/25/2021,39.821
Nusa Tenggara Timur,3/26/2021,41.984
Nusa Tenggara Timur,3/27/2021,42.915
Nusa Tenggara Timur,3/28/2021,42.924
Nusa Tenggara Timur,3/29/2021,45.449
