Kab/kota,Provinsi,Achievement % Vaksin1,Divaksin 1
Kab. Brebes,Jawa Tengah,2.19%,"120,508"
Kab. Buleleng,Bali,52.42%,"375,254"
Kab. Bulukumba,Sulawesi Selatan,1.94%,"29,193"
Kab. Bulungan,Kalimantan Utara,26.83%,"20,954"
Kab. Bungo,Jambi,5.34%,"28,580"
Kab. Buol,Sulawesi Tengah,3.81%,"18,036"
Kab. Buru,Maluku,2.19%,"6,516"
Kab. Buru Selatan,Maluku,1.01%,"3,004"
Kab. Buton,Sulawesi Tenggara,2.24%,"10,279"
Kab. Buton Selatan,Sulawesi Tenggara,1.39%,"6,360"
Kab. Buton Tengah,Sulawesi Tenggara,1.51%,"6,919"
Kab. Buton Utara,Sulawesi Tenggara,1.19%,"5,450"
Kab. Ciamis,Jawa Barat,1.25%,"84,706"
Kab. Cianjur,Jawa Barat,2.12%,"143,565"
Kab. Cilacap,Jawa Tengah,2.70%,"148,824"
Kab. Cirebon,Jawa Barat,2.15%,"145,524"
Kab. Dairi,Sumatera Utara,1.48%,"33,010"
Kab. Deiyai,Papua,0.15%,476
Kab. Deli Serdang,Sumatera Utara,7.62%,"170,009"
Kab. Demak,Jawa Tengah,2.20%,"121,180"
Kab. Dharmasraya,Sumatera Barat,2.94%,"25,683"
Kab. Dogiyai,Papua,0.20%,"1,097"
Kab. Dompu,Nusa Tenggara Barat,2.19%,"16,693"
Kab. Donggala,Sulawesi Tengah,2.26%,"10,680"
Kab. Empat Lawang,Sumatera Selatan,1.57%,"18,990"
Kab. Ende,Nusa Tenggara Timur,1.41%,"12,345"
Kab. Enrekang,Sulawesi Selatan,1.44%,"21,651"
Kab. Fak Fak,Papua Barat,4.38%,"6,818"
Kab. Flores Timur,Nusa Tenggara Timur,1.34%,"11,807"
Kab. Garut,Jawa Barat,2.10%,"142,397"
Kab. Gayo Lues,Aceh,0.93%,"9,060"
Kab. Gianyar,Bali,42.39%,"303,467"
Kab. Gorontalo,Gorontalo,25.87%,"43,442"
Kab. Gorontalo Utara,Gorontalo,10.94%,"18,372"
Kab. Gowa,Sulawesi Selatan,2.98%,"44,857"
Kab. Gresik,Jawa Timur,4.66%,"224,119"
Kab. Grobogan,Jawa Tengah,2.27%,"125,269"
Kab. Gunung Mas,Kalimantan Tengah,3.98%,"16,338"
Kab. Gunungkidul,Yogyakarta,19.47%,"129,240"
Kab. Halmahera Barat,Maluku Utara,3.56%,"6,481"
Kab. Halmahera Selatan,Maluku Utara,9.00%,"16,382"
Kab. Halmahera Tengah,Maluku Utara,3.11%,"5,666"
Kab. Halmahera Timur,Maluku Utara,2.90%,"5,277"
Kab. Halmahera Utara,Maluku Utara,4.64%,"8,449"
Kab. Hulu Sungai Selatan,Kalimantan Selatan,3.84%,"26,030"
Kab. Hulu Sungai Tengah,Kalimantan Selatan,2.79%,"18,935"
Kab. Hulu Sungai Utara,Kalimantan Selatan,2.92%,"19,821"
Kab. Humbang Hasundutan,Sumatera Utara,1.42%,"31,675"
Kab. Indragiri Hilir,Riau,5.20%,"50,162"
Kab. Indragiri Hulu,Riau,4.42%,"42,649"
Kab. Indramayu,Jawa Barat,1.67%,"113,472"
Kab. Intan Jaya,Papua,0.24%,"1,323"
Kab. Jayapura,Papua,4.02%,"22,619"
Kab. Jayawijaya,Papua,1.96%,"11,026"
Kab. Jember,Jawa Timur,3.61%,"173,869"
Kab. Jembrana,Bali,25.15%,"180,061"
Kab. Jeneponto,Sulawesi Selatan,1.38%,"20,859"
Kab. Jepara,Jawa Tengah,1.82%,"100,404"
Kab. Jombang,Jawa Timur,9.77%,"470,359"
Kab. Kaimana,Papua Barat,4.24%,"6,597"
Kab. Kampar,Riau,5.37%,"51,780"
Kab. Kapuas,Kalimantan Tengah,8.82%,"36,212"
Kab. Kapuas Hulu,Kalimantan Barat,2.82%,"20,410"
Kab. Karanganyar,Jawa Tengah,1.92%,"105,865"
Kab. Karangasem,Bali,37.27%,"266,807"
Kab. Karawang,Jawa Barat,2.99%,"202,770"
Kab. Karimun,Kepulauan Riau,37.34%,"107,034"
Kab. Karo,Sumatera Utara,1.79%,"39,906"
Kab. Katingan,Kalimantan Tengah,4.41%,"18,126"
Kab. Kaur,Bengkulu,3.31%,"10,112"
Kab. Kayong Utara,Kalimantan Barat,1.36%,"9,888"
Kab. Kebumen,Jawa Tengah,2.96%,"163,221"
Kab. Kediri,Jawa Timur,6.02%,"289,544"
Kab. Keerom,Papua,1.09%,"6,109"
Kab. Kendal,Jawa Tengah,1.49%,"82,137"
Kab. Kep. Siau Tagulandang  Biaro,Sulawesi Utara,4.73%,"18,409"
Kab. Kepahiang,Bengkulu,4.20%,"12,821"
Kab. Kepulauan Anambas,Kepulauan Riau,5.58%,"15,984"
Kab. Kepulauan Aru,Maluku,1.93%,"5,747"
Kab. Kepulauan Mentawai,Sumatera Barat,0.72%,"6,262"
Kab. Kepulauan Meranti,Riau,2.62%,"25,275"
Kab. Kepulauan Sangihe,Sulawesi Utara,4.41%,"17,170"
Kab. Kepulauan Selayar,Sulawesi Selatan,1.29%,"19,506"
Kab. Kepulauan Sula,Maluku Utara,2.40%,"4,379"
Kab. Kepulauan Talaud,Sulawesi Utara,4.43%,"17,255"
Kab. Kepulauan Tanimbar,Maluku,2.49%,"7,393"
Kab. Kepulauan Yapen,Papua,1.03%,"5,783"
Kab. Kerinci,Jambi,4.40%,"23,555"
Kab. Ketapang,Kalimantan Barat,4.13%,"29,915"
Kab. Klaten,Jawa Tengah,2.03%,"111,835"
Kab. Klungkung,Bali,17.68%,"126,550"
Kab. Kolaka,Sulawesi Tenggara,6.50%,"29,756"
Kab. Kolaka Timur,Sulawesi Tenggara,3.05%,"13,965"
Kab. Kolaka Utara,Sulawesi Tenggara,3.28%,"15,019"
Kab. Konawe,Sulawesi Tenggara,5.58%,"25,561"
Kab. Konawe Kepulauan,Sulawesi Tenggara,0.55%,"2,516"
Kab. Konawe Selatan,Sulawesi Tenggara,6.57%,"30,079"
Kab. Konawe Utara,Sulawesi Tenggara,3.00%,"13,736"
Kab. Kotabaru,Kalimantan Selatan,2.65%,"17,980"
Kab. Kotawaringin Barat,Kalimantan Tengah,11.21%,"46,050"
Kab. Kotawaringin Timur,Kalimantan Tengah,11.12%,"45,681"
Kab. Kuantan Singingi,Riau,3.67%,"35,448"
Kab. Kubu Raya,Kalimantan Barat,6.92%,"50,168"
Kab. Kudus,Jawa Tengah,2.53%,"139,586"
Kab. Kulon Progo,Yogyakarta,9.97%,"66,159"
Kab. Kuningan,Jawa Barat,1.46%,"98,717"
Kab. Kupang,Nusa Tenggara Timur,5.78%,"50,701"
Kab. Kutai Barat,Kalimantan Timur,4.48%,"26,700"
Kab. Kutai Kartanegara,Kalimantan Timur,14.57%,"86,932"
Kab. Kutai Timur,Kalimantan Timur,5.57%,"33,216"
Kab. Labuhanbatu,Sumatera Utara,1.29%,"28,863"
Kab. Labuhanbatu Selatan,Sumatera Utara,0.57%,"12,799"
Kab. Labuhanbatu Utara,Sumatera Utara,0.97%,"21,580"
Kab. Lahat,Sumatera Selatan,3.54%,"42,826"
Kab. Lamandau,Kalimantan Tengah,3.33%,"13,697"
Kab. Lamongan,Jawa Timur,2.86%,"137,650"
Kab. Lampung Barat,Lampung,1.30%,"15,101"
Kab. Lampung Selatan,Lampung,4.91%,"57,162"
Kab. Lampung Tengah,Lampung,4.56%,"53,031"
Kab. Lampung Timur,Lampung,2.98%,"34,717"
Kab. Lampung Utara,Lampung,2.65%,"30,810"
Kab. Landak,Kalimantan Barat,3.16%,"22,923"
Kab. Langkat,Sumatera Utara,2.49%,"55,558"
Kab. Lanny Jaya,Papua,0.15%,835
Kab. Lebak,Banten,3.40%,"55,412"
Kab. Lebong,Bengkulu,2.42%,"7,393"
Kab. Lembata,Nusa Tenggara Timur,0.76%,"6,649"
Kab. Lima Puluh Kota,Sumatera Barat,3.18%,"27,781"
Kab. Lingga,Kepulauan Riau,9.01%,"25,833"
Kab. Lombok Barat,Nusa Tenggara Barat,5.87%,"44,734"
Kab. Lombok Tengah,Nusa Tenggara Barat,8.95%,"68,190"
Kab. Lombok Timur,Nusa Tenggara Barat,10.86%,"82,749"
Kab. Lombok Utara,Nusa Tenggara Barat,3.10%,"23,636"
Kab. Lumajang,Jawa Timur,1.32%,"63,522"
Kab. Luwu,Sulawesi Selatan,3.39%,"51,092"
Kab. Luwu Timur,Sulawesi Selatan,1.77%,"26,633"
Kab. Luwu Utara,Sulawesi Selatan,2.34%,"35,250"
Kab. Madiun,Jawa Timur,2.01%,"96,597"
Kab. Magelang,Jawa Tengah,1.88%,"103,326"
Kab. Magetan,Jawa Timur,1.40%,"67,258"
Kab. Mahakam Ulu,Kalimantan Timur,1.25%,"7,448"
Kab. Majalengka,Jawa Barat,1.06%,"72,148"
Kab. Majene,Sulawesi Barat,10.42%,"19,837"
Kab. Malaka,Nusa Tenggara Timur,1.25%,"10,954"
Kab. Malang,Jawa Timur,3.44%,"165,727"
Kab. Malinau,Kalimantan Utara,13.07%,"10,205"
Kab. Maluku Barat Daya,Maluku,0.97%,"2,876"
Kab. Maluku Tengah,Maluku,5.12%,"15,202"
Kab. Maluku Tenggara,Maluku,3.23%,"9,608"
Kab. Mamasa,Sulawesi Barat,10.17%,"19,369"
Kab. Mamberamo Raya,Papua,0.16%,915
Kab. Mamberamo Tengah,Papua,0.12%,649
Kab. Mamuju,Sulawesi Barat,14.79%,"28,166"
Kab. Mamuju Tengah,Sulawesi Barat,9.71%,"18,480"
Kab. Mandailing Natal,Sumatera Utara,0.98%,"21,937"
Kab. Manggarai,Nusa Tenggara Timur,3.03%,"26,606"
Kab. Manggarai Barat,Nusa Tenggara Timur,3.84%,"33,672"
Kab. Manggarai Timur,Nusa Tenggara Timur,1.05%,"9,216"
Kab. Manokwari,Papua Barat,19.43%,"30,235"
Kab. Manokwari Selatan,Papua Barat,2.86%,"4,446"
Kab. Mappi,Papua,0.98%,"5,490"
Kab. Maros,Sulawesi Selatan,3.21%,"48,370"
Kab. Maybrat,Papua Barat,0.72%,"1,115"
Kab. Melawi,Kalimantan Barat,2.36%,"17,064"
Kab. Mempawah,Kalimantan Barat,2.38%,"17,226"
Kab. Merangin,Jambi,4.04%,"21,661"
Kab. Merauke,Papua,6.60%,"37,087"
Kab. Mesuji,Lampung,0.60%,"6,982"
Kab. Mimika,Papua,7.48%,"42,081"
Kab. Minahasa,Sulawesi Utara,18.03%,"70,236"
Kab. Minahasa Selatan,Sulawesi Utara,13.05%,"50,814"
Kab. Minahasa Tenggara,Sulawesi Utara,5.60%,"21,807"
Kab. Minahasa Utara,Sulawesi Utara,9.22%,"35,923"
Kab. Mojokerto,Jawa Timur,1.67%,"80,178"
Kab. Morowali,Sulawesi Tengah,3.23%,"15,252"
Kab. Morowali Utara,Sulawesi Tengah,3.44%,"16,276"
Kab. Muara Enim,Sumatera Selatan,4.84%,"58,470"
Kab. Muaro Jambi,Jambi,7.40%,"39,659"
Kab. Muko Muko,Bengkulu,3.78%,"11,540"
Kab. Muna,Sulawesi Tenggara,4.82%,"22,077"
Kab. Muna Barat,Sulawesi Tenggara,2.23%,"10,204"
Kab. Murung Raya,Kalimantan Tengah,5.43%,"22,294"
Kab. Musi Banyuasin,Sumatera Selatan,4.46%,"53,942"
Kab. Musi Rawas,Sumatera Selatan,2.90%,"35,091"
Kab. Musi Rawas Utara,Sumatera Selatan,1.02%,"12,278"
Kab. Nabire,Papua,2.70%,"15,159"
Kab. Nagan Raya,Aceh,1.46%,"14,133"
Kab. Nagekeo,Nusa Tenggara Timur,1.01%,"8,853"
Kab. Natuna,Kepulauan Riau,12.16%,"34,866"
Kab. Nduga,Papua,0.08%,241
Kab. Ngada,Nusa Tenggara Timur,1.20%,"10,516"
Kab. Nganjuk,Jawa Timur,2.40%,"115,660"
Kab. Ngawi,Jawa Timur,2.16%,"104,070"
Kab. Nias,Sumatera Utara,0.29%,"6,382"
Kab. Nias Barat,Sumatera Utara,0.24%,"5,280"
Kab. Nias Selatan,Sumatera Utara,0.51%,"11,477"
Kab. Nias Utara,Sumatera Utara,0.21%,"4,733"
Kab. Nunukan,Kalimantan Utara,18.81%,"14,690"
Kab. Ogan Ilir,Sumatera Selatan,2.86%,"34,621"
Kab. Ogan Komering Ilir,Sumatera Selatan,3.67%,"44,372"
Kab. Ogan Komering Ulu,Sumatera Selatan,2.82%,"34,058"
Kab. Ogan Komering Ulu  Selatan,Sumatera Selatan,2.39%,"28,861"
Kab. Ogan Komering Ulu  Timur,Sumatera Selatan,3.76%,"45,442"
Kab. Pacitan,Jawa Timur,0.97%,"46,560"
Kab. Padang Lawas,Sumatera Utara,0.80%,"17,910"
Kab. Padang Lawas Utara,Sumatera Utara,1.44%,"32,037"
Kab. Padang Pariaman,Sumatera Barat,1.95%,"17,057"
Kab. Pahuwato,Gorontalo,8.29%,"13,914"
Kab. Pakpak Bharat,Sumatera Utara,0.84%,"18,710"
Kab. Pamekasan,Jawa Timur,1.04%,"49,945"
Kab. Pandeglang,Banten,3.68%,"59,938"
Kab. Pangandaran,Jawa Barat,0.57%,"38,454"
Kab. Pangkajene Kepulauan,Sulawesi Selatan,1.93%,"29,086"
Kab. Paniai,Papua,0.44%,"2,467"
Kab. Parigi Moutong,Sulawesi Tengah,4.12%,"19,467"
Kab. Pasaman,Sumatera Barat,1.96%,"17,107"
Kab. Pasaman Barat,Sumatera Barat,1.75%,"15,293"
Kab. Pasangkayu,Sulawesi Barat,7.80%,"14,843"
Kab. Paser,Kalimantan Timur,3.56%,"21,262"
Kab. Pasuruan,Jawa Timur,2.07%,"99,427"
Kab. Pati,Jawa Tengah,2.24%,"123,187"
Kab. Pegunungan Arfak,Papua Barat,0.06%,78
Kab. Pekalongan,Jawa Tengah,1.20%,"66,037"
Kab. Pelalawan,Riau,2.67%,"25,746"
Kab. Pemalang,Jawa Tengah,1.99%,"109,564"
Kab. Penajam Paser Utara,Kalimantan Timur,3.06%,"18,268"
Kab. Penukal Abab Lematang  Ilir,Sumatera Selatan,1.50%,"18,151"
Kab. Pesawaran,Lampung,1.77%,"20,587"
Kab. Pesisir Barat,Lampung,0.46%,"5,303"
Kab. Pesisir Selatan,Sumatera Barat,2.26%,"19,769"
Kab. Pidie,Aceh,3.03%,"29,402"
Kab. Pidie Jaya,Aceh,1.20%,"11,635"
Kab. Pinrang,Sulawesi Selatan,2.90%,"43,709"
Kab. Polewali Mandar,Sulawesi Barat,30.35%,"57,799"
Kab. Ponorogo,Jawa Timur,1.54%,"73,989"
Kab. Poso,Sulawesi Tengah,4.20%,"19,879"
Kab. Pringsewu,Lampung,1.51%,"17,599"
Kab. Probolinggo,Jawa Timur,3.48%,"167,263"
Kab. Pulang Pisau,Kalimantan Tengah,6.54%,"26,849"
Kab. Pulau Morotai,Maluku Utara,2.12%,"3,862"
Kab. Pulau Taliabu,Maluku Utara,1.13%,"2,058"
Kab. Puncak,Papua,0.19%,"1,057"
Kab. Puncak Jaya,Papua,0.32%,"1,781"
Kab. Purbalingga,Jawa Tengah,1.31%,"72,323"
Kab. Purwakarta,Jawa Barat,0.87%,"59,142"
Kab. Purworejo,Jawa Tengah,1.41%,"77,863"
Kab. Raja Ampat,Papua Barat,3.80%,"5,921"
Kab. Rejang Lebong,Bengkulu,7.56%,"23,079"
Kab. Rembang,Jawa Tengah,1.54%,"84,960"
Kab. Rokan Hilir,Riau,5.89%,"56,785"
Kab. Rokan Hulu,Riau,4.23%,"40,827"
Kab. Rote Ndao,Nusa Tenggara Timur,1.08%,"9,456"
Kab. Sabu Raijua,Nusa Tenggara Timur,0.72%,"6,314"
Kab. Sambas,Kalimantan Barat,4.30%,"31,185"
Kab. Samosir,Sumatera Utara,1.01%,"22,565"
Kab. Sampang,Jawa Timur,0.60%,"28,752"
Kab. Sanggau,Kalimantan Barat,3.20%,"23,155"
Kab. Sarmi,Papua,0.31%,"1,745"
Kab. Sarolangun,Jambi,4.37%,"23,416"
Kab. Sekadau,Kalimantan Barat,2.06%,"14,950"
Kab. Seluma,Bengkulu,5.66%,"17,270"
Kab. Semarang,Jawa Tengah,1.88%,"103,553"
Kab. Seram Bagian Barat,Maluku,3.99%,"11,845"
Kab. Seram Bagian Timur,Maluku,1.50%,"4,465"
Kab. Serang,Banten,3.23%,"52,749"
Kab. Serdang Bedagai,Sumatera Utara,4.02%,"89,581"
Kab. Seruyan,Kalimantan Tengah,5.43%,"22,320"
Kab. Siak,Riau,4.54%,"43,807"
Kab. Sidenreng Rappang,Sulawesi Selatan,1.87%,"28,165"
Kab. Sidoarjo,Jawa Timur,6.71%,"323,036"
Kab. Sigi,Sulawesi Tengah,2.57%,"12,168"
Kab. Sijunjung,Sumatera Barat,1.96%,"17,104"
Kab. Sikka,Nusa Tenggara Timur,1.93%,"16,953"
Kab. Simalungun,Sumatera Utara,3.09%,"68,885"
Kab. Simeulue,Aceh,0.57%,"5,528"
Kab. Sinjai,Sulawesi Selatan,2.07%,"31,222"
Kab. Sintang,Kalimantan Barat,5.46%,"39,542"
Kab. Situbondo,Jawa Timur,0.97%,"46,875"
Kab. Sleman,Yogyakarta,38.39%,"254,844"
Kab. Solok,Sumatera Barat,2.81%,"24,542"
Kab. Solok Selatan,Sumatera Barat,1.24%,"10,852"
Kab. Soppeng,Sulawesi Selatan,3.04%,"45,833"
Kab. Sorong,Papua Barat,5.79%,"9,009"
Kab. Sorong Selatan,Papua Barat,2.45%,"3,818"
Kab. Sragen,Jawa Tengah,1.34%,"73,947"
Kab. Subang,Jawa Barat,1.92%,"130,017"
Kab. Sukabumi,Jawa Barat,3.22%,"218,537"
Kab. Sukamara,Kalimantan Tengah,3.82%,"15,700"
Kab. Sukoharjo,Jawa Tengah,1.74%,"95,581"
Kab. Sumba Barat,Nusa Tenggara Timur,1.75%,"15,397"
Kab. Sumba Barat Daya,Nusa Tenggara Timur,1.72%,"15,071"
Kab. Sumba Tengah,Nusa Tenggara Timur,0.77%,"6,761"
Kab. Sumba Timur,Nusa Tenggara Timur,1.94%,"17,029"
Kab. Sumbawa,Nusa Tenggara Barat,4.89%,"37,264"
Kab. Sumbawa Barat,Nusa Tenggara Barat,2.29%,"17,454"
Kab. Sumedang,Jawa Barat,1.15%,"77,707"
Kab. Sumenep,Jawa Timur,1.42%,"68,549"
Kab. Supiori,Papua,0.24%,"1,327"
Kab. Tabalong,Kalimantan Selatan,4.11%,"27,858"
Kab. Tabanan,Bali,42.32%,"302,978"
Kab. Takalar,Sulawesi Selatan,2.40%,"36,110"
Kab. Tambrauw,Papua Barat,0.32%,504
Kab. Tana Tidung,Kalimantan Utara,4.44%,"3,466"
Kab. Tana Toraja,Sulawesi Selatan,2.72%,"40,977"
Kab. Tanah Bumbu,Kalimantan Selatan,3.04%,"20,596"
Kab. Tanah Datar,Sumatera Barat,3.06%,"26,768"
Kab. Tanah Laut,Kalimantan Selatan,3.21%,"21,798"
Kab. Tangerang,Banten,12.17%,"198,530"
Kab. Tanggamus,Lampung,2.27%,"26,435"
Kab. Tanjung Jabung Barat,Jambi,6.24%,"33,429"
Kab. Tanjung Jabung Timur,Jambi,4.51%,"24,137"
Kab. Tapanuli Selatan,Sumatera Utara,1.12%,"24,908"
Kab. Tapanuli Tengah,Sumatera Utara,1.00%,"22,302"
Kab. Tapanuli Utara,Sumatera Utara,1.88%,"42,025"
Kab. Tapin,Kalimantan Selatan,2.29%,"15,536"
Kab. Tasikmalaya,Jawa Barat,1.33%,"90,397"
Kab. Tebo,Jambi,6.68%,"35,784"
Kab. Tegal,Jawa Tengah,1.92%,"105,505"
Kab. Teluk Bintuni,Papua Barat,5.93%,"9,229"
Kab. Teluk Wondama,Papua Barat,3.29%,"5,124"
Kab. Temanggung,Jawa Tengah,1.28%,"70,482"
Kab. Timor Tengah Utara,Nusa Tenggara Timur,1.69%,"14,846"
Kab. Toba Samosir,Sumatera Utara,0.99%,"22,184"
Kab. Tojo Una Una,Sulawesi Tengah,1.81%,"8,565"
Kab. Toli Toli,Sulawesi Tengah,4.01%,"18,970"
Kab. Tolikara,Papua,0.28%,"1,572"
Kab. Toraja Utara,Sulawesi Selatan,1.42%,"21,395"
Kab. Trenggalek,Jawa Timur,1.31%,"62,905"
Kab. Tuban,Jawa Timur,2.44%,"117,469"
Kab. Tulang Bawang,Lampung,1.88%,"21,880"
Kab. Tulang Bawang Barat,Lampung,0.61%,"7,144"
Kab. Tulungagung,Jawa Timur,3.76%,"180,981"
Kab. Wajo,Sulawesi Selatan,3.78%,"56,932"
Kab. Wakatobi,Sulawesi Tenggara,1.90%,"8,700"
Kab. Waropen,Papua,0.18%,"1,006"
Kab. Way Kanan,Lampung,1.69%,"19,620"
Kab. Wonogiri,Jawa Tengah,1.63%,"89,660"
Kab. Wonosobo,Jawa Tengah,1.36%,"75,001"
Kab. Yahukimo,Papua,0.31%,"1,746"
Kab. Yalimo,Papua,0.14%,788
Kota Adm. Jakarta Barat,Jakarta Raya,29.92%,"899,529"
Kota Adm. Jakarta Pusat,Jakarta Raya,46.55%,"1,399,687"
Kota Adm. Jakarta Selatan,Jakarta Raya,40.65%,"1,222,365"
Kota Adm. Jakarta Timur,Jakarta Raya,34.77%,"1,045,279"
Kota Adm. Jakarta Utara,Jakarta Raya,29.44%,"885,208"
Kota Ambon,Maluku,31.25%,"92,843"
Kota Balikpapan,Kalimantan Timur,16.28%,"97,125"
Kota Banda Aceh,Aceh,6.42%,"62,318"
Kota Bandar Lampung,Lampung,16.49%,"191,799"
Kota Bandung,Jawa Barat,8.90%,"603,590"
Kota Banjar,Jawa Barat,0.61%,"41,586"
Kota Banjarbaru,Kalimantan Selatan,6.24%,"42,328"
Kota Banjarmasin,Kalimantan Selatan,16.28%,"110,463"
Kota Batam,Kepulauan Riau,187.23%,"536,661"
Kota Batu,Jawa Timur,0.70%,"33,624"
Kota Bau Bau,Sulawesi Tenggara,4.58%,"20,953"
Kota Bekasi,Jawa Barat,3.48%,"235,768"
Kota Bengkulu,Bengkulu,24.80%,"75,678"
Kota Bima,Nusa Tenggara Barat,2.95%,"22,491"
Kota Binjai,Sumatera Utara,1.50%,"33,483"
Kota Bitung,Sulawesi Utara,12.63%,"49,188"
Kota Blitar,Jawa Timur,1.04%,"49,837"
Kota Bogor,Jawa Barat,2.62%,"177,480"
Kota Bontang,Kalimantan Timur,5.57%,"33,202"
Kota Bukittinggi,Sumatera Barat,2.35%,"20,520"
Kota Cilegon,Banten,2.42%,"39,538"
Kota Cimahi,Jawa Barat,1.51%,"102,100"
Kota Cirebon,Jawa Barat,1.15%,"77,846"
Kota Denpasar,Bali,71.01%,"508,406"
Kota Depok,Jawa Barat,2.83%,"192,201"
Kota Dumai,Riau,9.06%,"87,459"
Kota Gorontalo,Gorontalo,29.41%,"49,378"
Kota Gunungsitoli,Sumatera Utara,0.64%,"14,329"
Kota Jambi,Jambi,26.25%,"140,624"
Kota Jayapura,Papua,13.68%,"76,934"
Kota Kediri,Jawa Timur,2.17%,"104,459"
Kota Kendari,Sulawesi Tenggara,15.09%,"69,101"
