Provinsi,Tanggal,Running Sum of divaksin1 (ribu),divaksin1 (ribu)
Maluku,2/23/2021,9.761,0.163
Maluku,2/24/2021,9.865,0.104
Maluku,2/25/2021,10.021,0.156
Maluku,2/26/2021,10.128,0.107
Maluku,2/27/2021,10.209,0.081
Maluku,2/28/2021,10.21,0.001
Maluku,3/1/2021,10.287,0.077
Maluku,3/2/2021,10.405,0.118
Maluku,3/3/2021,10.697,0.292
Maluku,3/4/2021,11.068,0.371
Maluku,3/5/2021,11.598,0.53
Maluku,3/6/2021,12.143,0.545
Maluku,3/7/2021,12.149,0.006
Maluku,3/8/2021,12.876,0.727
Maluku,3/9/2021,14.182,1.306
Maluku,3/10/2021,16.178,1.996
Maluku,3/11/2021,16.195,0.017
Maluku,3/12/2021,17.554,1.359
Maluku,3/13/2021,19.334,1.78
Maluku,3/14/2021,19.335,0.001
Maluku,3/15/2021,20.462,1.127
Maluku,3/16/2021,22.779,2.317
Maluku,3/17/2021,24.789,2.01
Maluku,3/18/2021,26.774,1.985
Maluku,3/19/2021,29.032,2.258
Maluku,3/20/2021,29.483,0.451
Maluku,3/21/2021,29.496,0.013
Maluku,3/22/2021,31.18,1.684
Maluku,3/23/2021,32.811,1.631
Maluku,3/24/2021,34.11,1.299
Maluku,3/25/2021,35.203,1.093
Maluku,3/26/2021,36.234,1.031
Maluku,3/27/2021,36.467,0.233
Maluku,3/28/2021,36.753,0.286
Maluku,3/29/2021,37.635,0.882
Maluku,3/30/2021,38.966,1.331
Maluku,3/31/2021,39.905,0.939
Maluku,4/1/2021,41.03,1.125
Maluku,4/2/2021,41.041,0.011
Maluku,4/3/2021,41.458,0.417
Maluku,4/5/2021,41.908,0.45
Maluku,4/6/2021,43.129,1.221
Maluku,4/7/2021,44.332,1.203
Maluku,4/8/2021,44.982,0.65
Maluku,4/9/2021,46.267,1.285
Maluku,4/10/2021,47.448,1.181
Maluku,4/11/2021,47.508,0.06
Maluku,4/12/2021,48.063,0.555
Maluku,4/13/2021,48.346,0.283
Maluku,4/14/2021,48.88,0.534
Maluku,4/15/2021,49.563,0.683
Maluku,4/16/2021,51.473,1.91
Maluku,4/17/2021,51.734,0.261
Maluku,4/18/2021,51.823,0.089
Maluku,4/19/2021,52.265,0.442
Maluku,4/20/2021,52.748,0.483
Maluku,4/21/2021,53.38,0.632
Maluku,4/22/2021,54.501,1.121
Maluku,4/23/2021,55.715,1.214
Maluku,4/24/2021,56.596,0.881
Maluku,4/25/2021,56.707,0.111
Maluku,4/26/2021,58.198,1.491
Maluku,4/27/2021,59.855,1.657
Maluku,4/28/2021,61.505,1.65
Maluku,4/29/2021,62.474,0.969
Maluku,4/30/2021,63.372,0.898
Maluku,5/1/2021,63.473,0.101
Maluku,5/2/2021,63.509,0.036
Maluku,5/3/2021,64.051,0.542
Maluku,5/4/2021,64.349,0.298
Maluku,5/5/2021,65.026,0.677
Maluku,5/6/2021,65.295,0.269
Maluku,5/7/2021,65.936,0.641
Maluku,5/8/2021,66.144,0.208
Maluku,5/9/2021,66.145,0.001
Maluku,5/10/2021,66.433,0.288
Maluku,5/11/2021,66.623,0.19
Maluku,5/12/2021,66.675,0.052
Maluku,5/14/2021,66.681,0.006
Maluku,5/15/2021,66.689,0.008
Maluku,5/17/2021,66.804,0.115
Maluku,5/18/2021,67.059,0.255
Maluku,5/19/2021,67.866,0.807
Maluku,5/20/2021,68.509,0.643
Maluku,5/21/2021,69.109,0.6
Maluku,5/22/2021,69.481,0.372
Maluku,5/23/2021,69.586,0.105
Maluku,5/24/2021,70.699,1.113
Maluku,5/25/2021,71.989,1.29
Maluku,5/26/2021,72.666,0.677
Maluku,5/27/2021,74.316,1.65
Maluku,5/28/2021,75.89,1.574
Maluku,5/29/2021,77.748,1.858
Maluku,5/30/2021,78.989,1.241
Maluku,5/31/2021,83.065,4.076
Maluku,6/1/2021,83.068,0.003
Maluku,6/2/2021,83.413,0.345
Maluku,6/3/2021,83.88,0.467
Maluku,6/4/2021,84.208,0.328
Maluku,6/5/2021,84.31,0.102
Maluku,6/6/2021,84.428,0.118
Maluku,6/7/2021,85.015,0.587
Maluku,6/8/2021,85.705,0.69
Maluku,6/9/2021,86.257,0.552
Maluku,6/10/2021,86.699,0.442
Maluku,6/11/2021,87.505,0.806
Maluku,6/12/2021,88.233,0.728
Maluku,6/13/2021,88.517,0.284
Maluku,6/14/2021,89.588,1.071
Maluku,6/15/2021,90.419,0.831
Maluku,6/16/2021,91.914,1.495
Maluku,6/17/2021,92.777,0.863
Maluku,6/18/2021,94.014,1.237
Maluku,6/19/2021,95.025,1.011
Maluku,6/20/2021,95.225,0.2
Maluku,6/21/2021,95.907,0.682
Maluku,6/22/2021,96.586,0.679
Maluku,6/23/2021,97.15,0.564
Maluku,6/24/2021,98.061,0.911
Maluku,6/25/2021,98.879,0.818
Maluku,6/26/2021,109.899,11.02
Maluku,6/27/2021,110.657,0.758
Maluku,6/28/2021,115.323,4.666
Maluku,6/29/2021,121.524,6.201
Maluku,6/30/2021,128.7,7.176
Maluku,7/1/2021,133.302,4.602
Maluku,7/2/2021,137.703,4.401
Maluku,7/3/2021,142.081,4.378
Maluku,7/4/2021,143.127,1.046
Maluku,7/5/2021,147.485,4.358
Maluku,7/6/2021,152.884,5.399
Maluku,7/7/2021,157.78,4.896
Maluku,7/8/2021,162.144,4.364
Maluku,7/9/2021,164.94,2.796
Maluku,7/10/2021,167.239,2.299
Maluku,7/11/2021,167.455,0.216
Maluku,7/12/2021,170.739,3.284
Maluku,7/13/2021,173.072,2.333
Maluku,7/14/2021,174.794,1.722
Maluku Utara,1/14/2021,0.008,0.008
Maluku Utara,1/15/2021,0.01,0.002
Maluku Utara,1/16/2021,0.01,0
Maluku Utara,1/17/2021,0.01,0
Maluku Utara,1/18/2021,0.012,0.002
Maluku Utara,1/19/2021,0.025,0.013
Maluku Utara,1/20/2021,0.079,0.054
Maluku Utara,1/21/2021,0.143,0.064
Maluku Utara,1/22/2021,0.179,0.036
Maluku Utara,1/23/2021,0.23,0.051
Maluku Utara,1/24/2021,0.246,0.016
Maluku Utara,1/25/2021,0.336,0.09
Maluku Utara,1/26/2021,0.432,0.096
Maluku Utara,1/27/2021,0.506,0.074
Maluku Utara,1/28/2021,0.566,0.06
Maluku Utara,1/29/2021,0.603,0.037
Maluku Utara,1/30/2021,0.644,0.041
Maluku Utara,1/31/2021,0.651,0.007
Maluku Utara,2/1/2021,0.725,0.074
Maluku Utara,2/2/2021,0.807,0.082
Maluku Utara,2/3/2021,0.899,0.092
Maluku Utara,2/4/2021,1.043,0.144
Maluku Utara,2/5/2021,1.312,0.269
Maluku Utara,2/6/2021,1.596,0.284
Maluku Utara,2/7/2021,1.639,0.043
Maluku Utara,2/8/2021,1.902,0.263
Maluku Utara,2/9/2021,2.405,0.503
Maluku Utara,2/10/2021,3.133,0.728
Maluku Utara,2/11/2021,3.701,0.568
Maluku Utara,2/12/2021,3.863,0.162
Maluku Utara,2/13/2021,4.177,0.314
Maluku Utara,2/14/2021,4.206,0.029
Maluku Utara,2/15/2021,4.695,0.489
Maluku Utara,2/16/2021,5.315,0.62
Maluku Utara,2/17/2021,5.695,0.38
Maluku Utara,2/18/2021,6.151,0.456
Maluku Utara,2/19/2021,6.42,0.269
Maluku Utara,2/20/2021,6.759,0.339
Maluku Utara,2/21/2021,6.779,0.02
Maluku Utara,2/22/2021,7.013,0.234
Maluku Utara,2/23/2021,7.275,0.262
Maluku Utara,2/24/2021,7.562,0.287
Maluku Utara,2/25/2021,7.802,0.24
Maluku Utara,2/26/2021,7.888,0.086
Maluku Utara,2/27/2021,8.044,0.156
Maluku Utara,2/28/2021,8.048,0.004
Maluku Utara,3/1/2021,8.177,0.129
Maluku Utara,3/2/2021,8.37,0.193
Maluku Utara,3/3/2021,8.54,0.17
Maluku Utara,3/4/2021,8.863,0.323
Maluku Utara,3/5/2021,9.109,0.246
Maluku Utara,3/6/2021,9.249,0.14
Maluku Utara,3/7/2021,9.256,0.007
Maluku Utara,3/8/2021,9.563,0.307
Maluku Utara,3/9/2021,10.138,0.575
Maluku Utara,3/10/2021,10.52,0.382
Maluku Utara,3/11/2021,10.562,0.042
Maluku Utara,3/12/2021,10.805,0.243
Maluku Utara,3/13/2021,10.95,0.145
Maluku Utara,3/14/2021,10.959,0.009
Maluku Utara,3/15/2021,11.763,0.804
Maluku Utara,3/16/2021,12.332,0.569
Maluku Utara,3/17/2021,12.924,0.592
Maluku Utara,3/18/2021,13.531,0.607
Maluku Utara,3/19/2021,14.088,0.557
Maluku Utara,3/20/2021,14.383,0.295
Maluku Utara,3/21/2021,14.385,0.002
Maluku Utara,3/22/2021,15.014,0.629
Maluku Utara,3/23/2021,15.379,0.365
Maluku Utara,3/24/2021,15.984,0.605
Maluku Utara,3/25/2021,16.379,0.395
Maluku Utara,3/26/2021,16.847,0.468
Maluku Utara,3/27/2021,17.054,0.207
Maluku Utara,3/28/2021,17.204,0.15
Maluku Utara,3/29/2021,17.941,0.737
Maluku Utara,3/30/2021,18.587,0.646
Maluku Utara,3/31/2021,18.949,0.362
Maluku Utara,4/1/2021,19.61,0.661
Maluku Utara,4/2/2021,19.659,0.049
Maluku Utara,4/3/2021,19.748,0.089
Maluku Utara,4/5/2021,20.106,0.358
Maluku Utara,4/6/2021,20.764,0.658
Maluku Utara,4/7/2021,21.779,1.015
Maluku Utara,4/8/2021,22.654,0.875
Maluku Utara,4/9/2021,23.598,0.944
Maluku Utara,4/10/2021,24.125,0.527
Maluku Utara,4/11/2021,24.198,0.073
Maluku Utara,4/12/2021,25.019,0.821
Maluku Utara,4/13/2021,25.382,0.363
Maluku Utara,4/14/2021,25.63,0.248
Maluku Utara,4/15/2021,25.814,0.184
Maluku Utara,4/16/2021,26.111,0.297
Maluku Utara,4/17/2021,26.172,0.061
Maluku Utara,4/18/2021,26.19,0.018
Maluku Utara,4/19/2021,26.604,0.414
Maluku Utara,4/20/2021,27.088,0.484
Maluku Utara,4/21/2021,27.497,0.409
Maluku Utara,4/22/2021,27.915,0.418
Maluku Utara,4/23/2021,28.144,0.229
Maluku Utara,4/24/2021,28.235,0.091
Maluku Utara,4/25/2021,28.334,0.099
Maluku Utara,4/26/2021,28.713,0.379
Maluku Utara,4/27/2021,29.207,0.494
Maluku Utara,4/28/2021,29.576,0.369
Maluku Utara,4/29/2021,30.045,0.469
Maluku Utara,4/30/2021,30.435,0.39
Maluku Utara,5/1/2021,30.628,0.193
Maluku Utara,5/2/2021,30.82,0.192
Maluku Utara,5/3/2021,31.392,0.572
Maluku Utara,5/4/2021,31.663,0.271
Maluku Utara,5/5/2021,31.944,0.281
Maluku Utara,5/6/2021,32.394,0.45
Maluku Utara,5/7/2021,32.657,0.263
Maluku Utara,5/8/2021,32.723,0.066
Maluku Utara,5/9/2021,32.773,0.05
Maluku Utara,5/10/2021,32.915,0.142
Maluku Utara,5/11/2021,33.044,0.129
Maluku Utara,5/12/2021,33.044,0
Maluku Utara,5/14/2021,33.051,0.007
Maluku Utara,5/15/2021,33.086,0.035
Maluku Utara,5/16/2021,33.095,0.009
Maluku Utara,5/17/2021,33.215,0.12
Maluku Utara,5/18/2021,33.402,0.187
Maluku Utara,5/19/2021,33.603,0.201
Maluku Utara,5/20/2021,33.772,0.169
Maluku Utara,5/21/2021,34.406,0.634
Maluku Utara,5/22/2021,34.875,0.469
Maluku Utara,5/23/2021,35.171,0.296
Maluku Utara,5/24/2021,35.571,0.4
Maluku Utara,5/25/2021,35.989,0.418
Maluku Utara,5/26/2021,36.207,0.218
Maluku Utara,5/27/2021,36.863,0.656
Maluku Utara,5/28/2021,37.096,0.233
Maluku Utara,5/29/2021,37.449,0.353
Maluku Utara,5/30/2021,37.527,0.078
Maluku Utara,5/31/2021,37.82,0.293
Maluku Utara,6/1/2021,37.895,0.075
Maluku Utara,6/2/2021,38.385,0.49
Maluku Utara,6/3/2021,38.942,0.557
Maluku Utara,6/4/2021,39.323,0.381
Maluku Utara,6/5/2021,39.799,0.476
Maluku Utara,6/6/2021,40.02,0.221
Maluku Utara,6/7/2021,40.779,0.759
Maluku Utara,6/8/2021,41.584,0.805
Maluku Utara,6/9/2021,42.417,0.833
Maluku Utara,6/10/2021,43.054,0.637
Maluku Utara,6/11/2021,43.605,0.551
Maluku Utara,6/12/2021,43.975,0.37
Maluku Utara,6/13/2021,44.089,0.114
Maluku Utara,6/14/2021,45.152,1.063
Maluku Utara,6/15/2021,46.197,1.045
Maluku Utara,6/16/2021,47.185,0.988
Maluku Utara,6/17/2021,48.181,0.996
Maluku Utara,6/18/2021,48.931,0.75
Maluku Utara,6/19/2021,49.537,0.606
Maluku Utara,6/20/2021,49.691,0.154
Maluku Utara,6/21/2021,50.405,0.714
Maluku Utara,6/22/2021,51.025,0.62
Maluku Utara,6/23/2021,51.537,0.512
Maluku Utara,6/24/2021,52.339,0.802
Maluku Utara,6/25/2021,53.025,0.686
Maluku Utara,6/26/2021,58.319,5.294
Maluku Utara,6/27/2021,58.985,0.666
Maluku Utara,6/28/2021,60.901,1.916
Maluku Utara,6/29/2021,62.861,1.96
Maluku Utara,6/30/2021,65.004,2.143
Maluku Utara,7/1/2021,66.958,1.954
Maluku Utara,7/2/2021,68.984,2.026
Maluku Utara,7/3/2021,71.456,2.472
Maluku Utara,7/4/2021,72.499,1.043
Maluku Utara,7/5/2021,74.703,2.204
Maluku Utara,7/6/2021,77.667,2.964
Maluku Utara,7/7/2021,79.762,2.095
Maluku Utara,7/8/2021,81.958,2.196
Maluku Utara,7/9/2021,83.903,1.945
Maluku Utara,7/10/2021,85.856,1.953
Maluku Utara,7/11/2021,86.232,0.376
Maluku Utara,7/12/2021,87.983,1.751
Maluku Utara,7/13/2021,89.787,1.804
Maluku Utara,7/14/2021,90.782,0.995
Nusa Tenggara Barat,1/14/2021,0.055,0.055
Nusa Tenggara Barat,1/15/2021,0.112,0.057
Nusa Tenggara Barat,1/16/2021,0.188,0.076
Nusa Tenggara Barat,1/17/2021,0.188,0
Nusa Tenggara Barat,1/18/2021,0.523,0.335
Nusa Tenggara Barat,1/19/2021,0.813,0.29
Nusa Tenggara Barat,1/20/2021,1.447,0.634
Nusa Tenggara Barat,1/21/2021,2.081,0.634
Nusa Tenggara Barat,1/22/2021,2.376,0.295
Nusa Tenggara Barat,1/23/2021,2.716,0.34
Nusa Tenggara Barat,1/25/2021,3.314,0.598
Nusa Tenggara Barat,1/26/2021,3.879,0.565
Nusa Tenggara Barat,1/27/2021,4.412,0.533
Nusa Tenggara Barat,1/28/2021,4.731,0.319
Nusa Tenggara Barat,1/29/2021,5.132,0.401
Nusa Tenggara Barat,1/30/2021,5.509,0.377
Nusa Tenggara Barat,1/31/2021,5.587,0.078
Nusa Tenggara Barat,2/1/2021,5.835,0.248
Nusa Tenggara Barat,2/2/2021,6.622,0.787
Nusa Tenggara Barat,2/3/2021,8.214,1.592
Nusa Tenggara Barat,2/4/2021,10.052,1.838
Nusa Tenggara Barat,2/5/2021,11.292,1.24
Nusa Tenggara Barat,2/6/2021,12.803,1.511
Nusa Tenggara Barat,2/7/2021,12.812,0.009
Nusa Tenggara Barat,2/8/2021,14.427,1.615
Nusa Tenggara Barat,2/9/2021,15.872,1.445
Nusa Tenggara Barat,2/10/2021,17.034,1.162
Nusa Tenggara Barat,2/11/2021,17.966,0.932
Nusa Tenggara Barat,2/12/2021,18.01,0.044
Nusa Tenggara Barat,2/13/2021,18.754,0.744
Nusa Tenggara Barat,2/14/2021,18.755,0.001
Nusa Tenggara Barat,2/15/2021,19.933,1.178
Nusa Tenggara Barat,2/16/2021,21.033,1.1
Nusa Tenggara Barat,2/17/2021,22.013,0.98
Nusa Tenggara Barat,2/18/2021,22.861,0.848
Nusa Tenggara Barat,2/19/2021,23.279,0.418
Nusa Tenggara Barat,2/20/2021,23.671,0.392
Nusa Tenggara Barat,2/21/2021,23.675,0.004
Nusa Tenggara Barat,2/22/2021,24.253,0.578
Nusa Tenggara Barat,2/23/2021,24.672,0.419
Nusa Tenggara Barat,2/24/2021,25.335,0.663
Nusa Tenggara Barat,2/25/2021,25.757,0.422
Nusa Tenggara Barat,2/26/2021,26.043,0.286
Nusa Tenggara Barat,2/27/2021,26.194,0.151
Nusa Tenggara Barat,2/28/2021,26.197,0.003
Nusa Tenggara Barat,3/1/2021,26.657,0.46
Nusa Tenggara Barat,3/2/2021,27.497,0.84
Nusa Tenggara Barat,3/3/2021,28.733,1.236
Nusa Tenggara Barat,3/4/2021,30.128,1.395
Nusa Tenggara Barat,3/5/2021,31.138,1.01
Nusa Tenggara Barat,3/6/2021,31.915,0.777
Nusa Tenggara Barat,3/7/2021,31.992,0.077
Nusa Tenggara Barat,3/8/2021,35.898,3.906
Nusa Tenggara Barat,3/9/2021,39.803,3.905
Nusa Tenggara Barat,3/10/2021,45.091,5.288
Nusa Tenggara Barat,3/11/2021,45.108,0.017
Nusa Tenggara Barat,3/12/2021,46.676,1.568
Nusa Tenggara Barat,3/13/2021,47.941,1.265
Nusa Tenggara Barat,3/14/2021,47.955,0.014
Nusa Tenggara Barat,3/15/2021,51.265,3.31
Nusa Tenggara Barat,3/16/2021,54.566,3.301
Nusa Tenggara Barat,3/17/2021,57.471,2.905
Nusa Tenggara Barat,3/18/2021,60.368,2.897
Nusa Tenggara Barat,3/19/2021,62.305,1.937
Nusa Tenggara Barat,3/20/2021,64.742,2.437
Nusa Tenggara Barat,3/21/2021,64.748,0.006
Nusa Tenggara Barat,3/22/2021,70.115,5.367
Nusa Tenggara Barat,3/23/2021,77.375,7.26
Nusa Tenggara Barat,3/24/2021,84.33,6.955
Nusa Tenggara Barat,3/25/2021,91.46,7.13
Nusa Tenggara Barat,3/26/2021,94.722,3.262
Nusa Tenggara Barat,3/27/2021,99.004,4.282
Nusa Tenggara Barat,3/28/2021,99.628,0.624
Nusa Tenggara Barat,3/29/2021,107.45,7.822
Nusa Tenggara Barat,3/30/2021,114.561,7.111
Nusa Tenggara Barat,3/31/2021,120.698,6.137
Nusa Tenggara Barat,4/1/2021,125.703,5.005
Nusa Tenggara Barat,4/2/2021,126.172,0.469
Nusa Tenggara Barat,4/3/2021,128.978,2.806
Nusa Tenggara Barat,4/4/2021,129.018,0.04
Nusa Tenggara Barat,4/5/2021,133.575,4.557
Nusa Tenggara Barat,4/6/2021,137.874,4.299
Nusa Tenggara Barat,4/7/2021,141.235,3.361
Nusa Tenggara Barat,4/8/2021,143.555,2.32
Nusa Tenggara Barat,4/9/2021,144.864,1.309
Nusa Tenggara Barat,4/10/2021,148.009,3.145
Nusa Tenggara Barat,4/11/2021,148.107,0.098
Nusa Tenggara Barat,4/12/2021,151.631,3.524
Nusa Tenggara Barat,4/13/2021,152.654,1.023
Nusa Tenggara Barat,4/14/2021,153.518,0.864
Nusa Tenggara Barat,4/15/2021,155.046,1.528
Nusa Tenggara Barat,4/16/2021,156.004,0.958
Nusa Tenggara Barat,4/17/2021,157.404,1.4
Nusa Tenggara Barat,4/18/2021,157.471,0.067
Nusa Tenggara Barat,4/19/2021,159.627,2.156
Nusa Tenggara Barat,4/20/2021,161.641,2.014
Nusa Tenggara Barat,4/21/2021,163.551,1.91
Nusa Tenggara Barat,4/22/2021,165.097,1.546
Nusa Tenggara Barat,4/23/2021,166.179,1.082
Nusa Tenggara Barat,4/24/2021,168.214,2.035
Nusa Tenggara Barat,4/25/2021,168.283,0.069
Nusa Tenggara Barat,4/26/2021,172.184,3.901
Nusa Tenggara Barat,4/27/2021,176.152,3.968
Nusa Tenggara Barat,4/28/2021,180.281,4.129
Nusa Tenggara Barat,4/29/2021,184.692,4.411
Nusa Tenggara Barat,4/30/2021,187.488,2.796
Nusa Tenggara Barat,5/1/2021,188.39,0.902
Nusa Tenggara Barat,5/2/2021,188.728,0.338
Nusa Tenggara Barat,5/3/2021,191.713,2.985
Nusa Tenggara Barat,5/4/2021,194.178,2.465
Nusa Tenggara Barat,5/5/2021,197.346,3.168
Nusa Tenggara Barat,5/6/2021,199.659,2.313
Nusa Tenggara Barat,5/7/2021,200.984,1.325
Nusa Tenggara Barat,5/8/2021,202.638,1.654
Nusa Tenggara Barat,5/9/2021,202.787,0.149
Nusa Tenggara Barat,5/10/2021,204.543,1.756
Nusa Tenggara Barat,5/11/2021,205.678,1.135
Nusa Tenggara Barat,5/12/2021,205.729,0.051
Nusa Tenggara Barat,5/13/2021,205.731,0.002
Nusa Tenggara Barat,5/14/2021,205.731,0
Nusa Tenggara Barat,5/15/2021,205.756,0.025
Nusa Tenggara Barat,5/16/2021,205.757,0.001
Nusa Tenggara Barat,5/17/2021,206.405,0.648
Nusa Tenggara Barat,5/18/2021,207.838,1.433
Nusa Tenggara Barat,5/19/2021,209.454,1.616
Nusa Tenggara Barat,5/20/2021,211.074,1.62
Nusa Tenggara Barat,5/21/2021,211.877,0.803
Nusa Tenggara Barat,5/22/2021,212.882,1.005
Nusa Tenggara Barat,5/23/2021,212.892,0.01
Nusa Tenggara Barat,5/24/2021,214.688,1.796
Nusa Tenggara Barat,5/25/2021,216.35,1.662
Nusa Tenggara Barat,5/26/2021,216.431,0.081
Nusa Tenggara Barat,5/27/2021,217.798,1.367
Nusa Tenggara Barat,5/28/2021,218.389,0.591
Nusa Tenggara Barat,5/29/2021,219.235,0.846
Nusa Tenggara Barat,5/30/2021,219.241,0.006
Nusa Tenggara Barat,5/31/2021,220.32,1.079
Nusa Tenggara Barat,6/1/2021,220.336,0.016
Nusa Tenggara Barat,6/2/2021,221.58,1.244
Nusa Tenggara Barat,6/3/2021,222.994,1.414
Nusa Tenggara Barat,6/4/2021,223.813,0.819
Nusa Tenggara Barat,6/5/2021,224.821,1.008
Nusa Tenggara Barat,6/6/2021,224.908,0.087
Nusa Tenggara Barat,6/7/2021,226.148,1.24
Nusa Tenggara Barat,6/8/2021,227.384,1.236
Nusa Tenggara Barat,6/9/2021,228.583,1.199
Nusa Tenggara Barat,6/10/2021,230.48,1.897
Nusa Tenggara Barat,6/11/2021,231.109,0.629
Nusa Tenggara Barat,6/12/2021,232.373,1.264
Nusa Tenggara Barat,6/13/2021,232.387,0.014
Nusa Tenggara Barat,6/14/2021,234.594,2.207
Nusa Tenggara Barat,6/15/2021,236.729,2.135
Nusa Tenggara Barat,6/16/2021,238.73,2.001
Nusa Tenggara Barat,6/17/2021,241.909,3.179
Nusa Tenggara Barat,6/18/2021,243.077,1.168
Nusa Tenggara Barat,6/19/2021,244.737,1.66
Nusa Tenggara Barat,6/20/2021,244.776,0.039
Nusa Tenggara Barat,6/21/2021,247.281,2.505
Nusa Tenggara Barat,6/22/2021,249.805,2.524
Nusa Tenggara Barat,6/23/2021,253.658,3.853
Nusa Tenggara Barat,6/24/2021,257.72,4.062
Nusa Tenggara Barat,6/25/2021,260.987,3.267
Nusa Tenggara Barat,6/26/2021,287.47,26.483
Nusa Tenggara Barat,6/27/2021,292.932,5.462
Nusa Tenggara Barat,6/28/2021,309.37,16.438
Nusa Tenggara Barat,6/29/2021,330.928,21.558
Nusa Tenggara Barat,6/30/2021,354.113,23.185
Nusa Tenggara Barat,7/1/2021,367.698,13.585
Nusa Tenggara Barat,7/2/2021,375.729,8.031
Nusa Tenggara Barat,7/3/2021,390.676,14.947
Nusa Tenggara Barat,7/4/2021,392.014,1.338
Nusa Tenggara Barat,7/5/2021,409.701,17.687
Nusa Tenggara Barat,7/6/2021,423.904,14.203
Nusa Tenggara Barat,7/7/2021,435.413,11.509
Nusa Tenggara Barat,7/8/2021,452.879,17.466
Nusa Tenggara Barat,7/9/2021,461.964,9.085
Nusa Tenggara Barat,7/10/2021,470.073,8.109
Nusa Tenggara Barat,7/11/2021,470.788,0.715
Nusa Tenggara Barat,7/12/2021,478.027,7.239
Nusa Tenggara Barat,7/13/2021,491.583,13.556
Nusa Tenggara Barat,7/14/2021,501.105,9.522
Nusa Tenggara Timur,1/9/2021,0.001,0.001
Nusa Tenggara Timur,1/14/2021,0.007,0.006
Nusa Tenggara Timur,1/15/2021,0.021,0.014
Nusa Tenggara Timur,1/16/2021,0.023,0.002
Nusa Tenggara Timur,1/18/2021,0.075,0.052
Nusa Tenggara Timur,1/19/2021,0.225,0.15
Nusa Tenggara Timur,1/20/2021,0.419,0.194
Nusa Tenggara Timur,1/21/2021,0.737,0.318
Nusa Tenggara Timur,1/22/2021,0.998,0.261
Nusa Tenggara Timur,1/23/2021,1.305,0.307
Nusa Tenggara Timur,1/24/2021,1.377,0.072
Nusa Tenggara Timur,1/25/2021,1.538,0.161
Nusa Tenggara Timur,1/26/2021,1.729,0.191
Nusa Tenggara Timur,1/27/2021,1.963,0.234
Nusa Tenggara Timur,1/28/2021,2.119,0.156
Nusa Tenggara Timur,1/29/2021,2.226,0.107
Nusa Tenggara Timur,1/30/2021,2.295,0.069
Nusa Tenggara Timur,1/31/2021,2.296,0.001
Nusa Tenggara Timur,2/1/2021,2.394,0.098
Nusa Tenggara Timur,2/2/2021,2.795,0.401
Nusa Tenggara Timur,2/3/2021,4.146,1.351
Nusa Tenggara Timur,2/4/2021,6.369,2.223
Nusa Tenggara Timur,2/5/2021,9.093,2.724
Nusa Tenggara Timur,2/6/2021,12.453,3.36
Nusa Tenggara Timur,2/7/2021,13.473,1.02
Nusa Tenggara Timur,2/8/2021,17.17,3.697
Nusa Tenggara Timur,2/9/2021,20.043,2.873
Nusa Tenggara Timur,2/10/2021,22.346,2.303
Nusa Tenggara Timur,2/11/2021,24.021,1.675
Nusa Tenggara Timur,2/12/2021,24.141,0.12
Nusa Tenggara Timur,2/13/2021,24.831,0.69
Nusa Tenggara Timur,2/14/2021,24.85,0.019
Nusa Tenggara Timur,2/15/2021,25.723,0.873
Nusa Tenggara Timur,2/16/2021,26.403,0.68
Nusa Tenggara Timur,2/17/2021,27.129,0.726
Nusa Tenggara Timur,2/18/2021,27.812,0.683
Nusa Tenggara Timur,2/19/2021,28.322,0.51
Nusa Tenggara Timur,2/20/2021,28.777,0.455
Nusa Tenggara Timur,2/21/2021,28.795,0.018
Nusa Tenggara Timur,2/22/2021,29.217,0.422
Nusa Tenggara Timur,2/23/2021,29.644,0.427
Nusa Tenggara Timur,2/24/2021,30.147,0.503
Nusa Tenggara Timur,2/25/2021,30.401,0.254
Nusa Tenggara Timur,2/26/2021,30.486,0.085
Nusa Tenggara Timur,2/27/2021,30.723,0.237
Nusa Tenggara Timur,2/28/2021,30.724,0.001
Nusa Tenggara Timur,3/1/2021,30.96,0.236
Nusa Tenggara Timur,3/2/2021,31.319,0.359
Nusa Tenggara Timur,3/3/2021,31.966,0.647
Nusa Tenggara Timur,3/4/2021,32.942,0.976
Nusa Tenggara Timur,3/5/2021,34.297,1.355
Nusa Tenggara Timur,3/6/2021,34.978,0.681
Nusa Tenggara Timur,3/7/2021,34.983,0.005
Nusa Tenggara Timur,3/8/2021,37.264,2.281
Nusa Tenggara Timur,3/9/2021,40.84,3.576
Nusa Tenggara Timur,3/10/2021,44.248,3.408
Nusa Tenggara Timur,3/11/2021,45.077,0.829
Nusa Tenggara Timur,3/12/2021,47.662,2.585
Nusa Tenggara Timur,3/13/2021,49.234,1.572
Nusa Tenggara Timur,3/14/2021,49.235,0.001
Nusa Tenggara Timur,3/15/2021,52.387,3.152
Nusa Tenggara Timur,3/16/2021,56.397,4.01
Nusa Tenggara Timur,3/17/2021,60.202,3.805
Nusa Tenggara Timur,3/18/2021,63.719,3.517
Nusa Tenggara Timur,3/19/2021,65.961,2.242
Nusa Tenggara Timur,3/20/2021,68.516,2.555
Nusa Tenggara Timur,3/21/2021,68.551,0.035
Nusa Tenggara Timur,3/22/2021,71.441,2.89
Nusa Tenggara Timur,3/23/2021,74.841,3.4
Nusa Tenggara Timur,3/24/2021,76.952,2.111
